timestamp,value,metric_name,instance,job,namespace,pod,uid
2025-06-25 17:16:54,1750871812,kube_pod_deletion_timestamp,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-6767f6cdbf-22d5q,b2c27a17-29d2-4082-968f-f88b05503f48
2025-06-25 13:55:54,1750859756,kube_pod_deletion_timestamp,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-6767f6cdbf-272zh,b87611a8-6717-4536-89b6-3fabc953aa9d
2025-06-25 17:16:54,1750871812,kube_pod_deletion_timestamp,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-6767f6cdbf-2pxgb,7e3ad4b0-6d46-4960-8859-d165a6d2c805
2025-06-25 14:21:54,1750861335,kube_pod_deletion_timestamp,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-6767f6cdbf-2wz76,ca23bf3e-3990-43be-800c-9f4f01f43e5a
2025-06-25 15:55:54,1750866933,kube_pod_deletion_timestamp,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-6767f6cdbf-4fmbp,7773577d-f8a2-4198-b790-d2fa166f785b
2025-06-25 15:56:54,1750866933,kube_pod_deletion_timestamp,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-6767f6cdbf-4fmbp,7773577d-f8a2-4198-b790-d2fa166f785b
2025-06-25 15:57:54,1750866933,kube_pod_deletion_timestamp,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-6767f6cdbf-4fmbp,7773577d-f8a2-4198-b790-d2fa166f785b
2025-06-25 15:58:54,1750866933,kube_pod_deletion_timestamp,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-6767f6cdbf-4fmbp,7773577d-f8a2-4198-b790-d2fa166f785b
2025-06-25 15:59:54,1750866933,kube_pod_deletion_timestamp,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-6767f6cdbf-4fmbp,7773577d-f8a2-4198-b790-d2fa166f785b
2025-06-25 17:16:54,1750871812,kube_pod_deletion_timestamp,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-6767f6cdbf-4ngrd,11bd543b-e039-4b92-a178-469bd96321a3
2025-06-25 19:08:54,1750878531,kube_pod_deletion_timestamp,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-6767f6cdbf-55xbh,f2126894-6627-498c-9cc0-0ed6a52f9cc2
