timestamp,value,metric_name,cronjob,instance,job,namespace
2025-06-25 06:56:54,1750834577,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 06:57:54,1750834655,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 06:58:54,1750834726,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 06:59:54,1750834755,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 07:00:54,1750834822,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 07:01:54,1750834876,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 07:02:54,1750834935,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 07:03:54,1750834990,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 07:04:54,1750835057,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 07:05:54,1750835112,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 07:06:54,1750835173,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 07:07:54,1750835233,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 07:08:54,1750835298,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 07:09:54,1750835350,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 07:10:54,1750835412,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 07:11:54,1750835477,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 07:12:54,1750835543,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 07:13:54,1750835595,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 07:14:54,1750835654,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 07:15:54,1750835718,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 07:16:54,1750835779,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 07:17:54,1750835831,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 07:18:54,1750835896,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 07:19:54,1750835950,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 07:20:54,1750836015,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 07:21:54,1750836074,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 07:22:54,1750836134,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 07:23:54,1750836192,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 07:24:54,1750836252,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 07:25:54,1750836312,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 07:26:54,1750836371,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 07:27:54,1750836431,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 07:28:54,1750836498,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 07:29:54,1750836573,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 07:30:54,1750836615,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 07:31:54,1750836678,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 07:32:54,1750836736,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 07:33:54,1750836794,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-06-25 07:34:54,1750836854,kube_cronjob_status_last_successful_time,traffic-simulator,10.244.1.5:8080,prometheus.scrape.annotated_pods,nimbusguard
