timestamp,value,metric_name,instance,job,lease,namespace
2025-06-25 06:55:54,1750834539,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 06:56:54,1750834601,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 06:57:54,1750834662,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 06:58:54,1750834723,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 06:59:54,1750834784,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:00:54,1750834846,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:01:54,1750834907,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:02:54,1750834968,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:03:54,1750835019,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:04:54,1750835080,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:05:54,1750835141,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:06:54,1750835202,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:07:54,1750835263,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:08:54,1750835325,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:09:54,1750835386,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:10:54,1750835447,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:11:54,1750835498,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:12:54,1750835559,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:13:54,1750835620,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:14:54,1750835681,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:15:54,1750835742,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:16:54,1750835804,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:17:54,1750835865,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:18:54,1750835926,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:19:54,1750835988,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:20:54,1750836039,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:21:54,1750836100,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:22:54,1750836161,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:23:54,1750836223,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:24:54,1750836285,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:25:54,1750836346,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:26:54,1750836407,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:27:54,1750836458,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:28:54,1750836519,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:29:54,1750836581,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:30:54,1750836642,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:31:54,1750836703,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:32:54,1750836764,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:33:54,1750836826,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:34:54,1750836887,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:35:54,1750836939,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:36:54,1750837000,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:37:54,1750837061,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:38:54,1750837123,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
2025-06-25 07:39:54,1750837184,kube_lease_renew_time,10.244.1.5:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,kube-system
