timestamp,value,metric_name,instance,job,persistentvolume
2025-06-25 18:14:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:15:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:16:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:17:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:18:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:19:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:20:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:21:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:22:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:23:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:24:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:25:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:26:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:27:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:28:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:29:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:30:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:31:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:32:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:33:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:34:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:35:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:36:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:37:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:38:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:39:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:40:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:41:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:42:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:43:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:44:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:45:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:46:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:47:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:48:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:49:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:50:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:51:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:52:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:53:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:54:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:55:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:56:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:57:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:58:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 18:59:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 19:00:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
2025-06-25 19:01:54,21474836480,kube_persistentvolume_capacity_bytes,10.244.1.5:8080,prometheus.scrape.annotated_pods,pvc-2c6f2fdc-ee2b-4ea5-9e79-fde5b2171a94
