timestamp,value,metric_name,certificatesigningrequest,condition,instance,job,signer_name
2025-06-25 18:15:54,1,kube_certificatesigningrequest_condition,cache-server.kubeflow,approved,10.244.1.5:8080,prometheus.scrape.annotated_pods,kubernetes.io/kubelet-serving
2025-06-25 18:16:54,1,kube_certificatesigningrequest_condition,cache-server.kubeflow,approved,10.244.1.5:8080,prometheus.scrape.annotated_pods,kubernetes.io/kubelet-serving
2025-06-25 18:17:54,1,kube_certificatesigningrequest_condition,cache-server.kubeflow,approved,10.244.1.5:8080,prometheus.scrape.annotated_pods,kubernetes.io/kubelet-serving
2025-06-25 18:18:54,1,kube_certificatesigningrequest_condition,cache-server.kubeflow,approved,10.244.1.5:8080,prometheus.scrape.annotated_pods,kubernetes.io/kubelet-serving
2025-06-25 18:19:54,1,kube_certificatesigningrequest_condition,cache-server.kubeflow,approved,10.244.1.5:8080,prometheus.scrape.annotated_pods,kubernetes.io/kubelet-serving
2025-06-25 18:20:54,1,kube_certificatesigningrequest_condition,cache-server.kubeflow,approved,10.244.1.5:8080,prometheus.scrape.annotated_pods,kubernetes.io/kubelet-serving
2025-06-25 18:21:54,1,kube_certificatesigningrequest_condition,cache-server.kubeflow,approved,10.244.1.5:8080,prometheus.scrape.annotated_pods,kubernetes.io/kubelet-serving
2025-06-25 18:22:54,1,kube_certificatesigningrequest_condition,cache-server.kubeflow,approved,10.244.1.5:8080,prometheus.scrape.annotated_pods,kubernetes.io/kubelet-serving
2025-06-25 18:23:54,1,kube_certificatesigningrequest_condition,cache-server.kubeflow,approved,10.244.1.5:8080,prometheus.scrape.annotated_pods,kubernetes.io/kubelet-serving
2025-06-25 18:24:54,1,kube_certificatesigningrequest_condition,cache-server.kubeflow,approved,10.244.1.5:8080,prometheus.scrape.annotated_pods,kubernetes.io/kubelet-serving
2025-06-25 18:25:54,1,kube_certificatesigningrequest_condition,cache-server.kubeflow,approved,10.244.1.5:8080,prometheus.scrape.annotated_pods,kubernetes.io/kubelet-serving
2025-06-25 18:26:54,1,kube_certificatesigningrequest_condition,cache-server.kubeflow,approved,10.244.1.5:8080,prometheus.scrape.annotated_pods,kubernetes.io/kubelet-serving
2025-06-25 18:27:54,1,kube_certificatesigningrequest_condition,cache-server.kubeflow,approved,10.244.1.5:8080,prometheus.scrape.annotated_pods,kubernetes.io/kubelet-serving
2025-06-25 18:28:54,1,kube_certificatesigningrequest_condition,cache-server.kubeflow,approved,10.244.1.5:8080,prometheus.scrape.annotated_pods,kubernetes.io/kubelet-serving
2025-06-25 18:29:54,1,kube_certificatesigningrequest_condition,cache-server.kubeflow,approved,10.244.1.5:8080,prometheus.scrape.annotated_pods,kubernetes.io/kubelet-serving
2025-06-25 18:30:54,1,kube_certificatesigningrequest_condition,cache-server.kubeflow,approved,10.244.1.5:8080,prometheus.scrape.annotated_pods,kubernetes.io/kubelet-serving
2025-06-25 18:31:54,1,kube_certificatesigningrequest_condition,cache-server.kubeflow,approved,10.244.1.5:8080,prometheus.scrape.annotated_pods,kubernetes.io/kubelet-serving
2025-06-25 18:32:54,1,kube_certificatesigningrequest_condition,cache-server.kubeflow,approved,10.244.1.5:8080,prometheus.scrape.annotated_pods,kubernetes.io/kubelet-serving
2025-06-25 18:33:54,1,kube_certificatesigningrequest_condition,cache-server.kubeflow,approved,10.244.1.5:8080,prometheus.scrape.annotated_pods,kubernetes.io/kubelet-serving
