timestamp,value,metric_name,component_id,component_path,exporter,instance,job,otel_scope_name
2025-06-25 06:56:54,152,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
2025-06-25 06:57:54,462,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
2025-06-25 06:58:54,775,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
2025-06-25 06:59:54,1163,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
2025-06-25 07:00:54,1490,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
2025-06-25 07:01:54,2160,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
2025-06-25 07:02:54,2851,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
2025-06-25 07:03:54,3513,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
2025-06-25 07:04:54,4290,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
2025-06-25 07:05:54,4954,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
2025-06-25 07:06:54,5628,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
