timestamp,value,metric_name,handler,instance,job
2025-06-25 10:58:54,29,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 10:59:54,58,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 11:00:54,58,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 11:01:54,58,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 11:02:54,58,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 11:03:54,58,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 11:04:54,58,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 11:05:54,58,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 11:06:54,87,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 11:07:54,87,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 11:08:54,87,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 11:09:54,87,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 11:10:54,87,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 11:11:54,87,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 11:12:54,87,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 11:13:54,87,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 11:14:54,87,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 11:15:54,87,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 11:16:54,87,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 11:17:54,87,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 11:18:54,87,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 11:19:54,87,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 11:20:54,87,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 11:21:54,87,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 11:40:54,87,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 11:41:54,87,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 11:42:54,87,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 11:43:54,87,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 11:44:54,87,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 11:45:54,87,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 11:46:54,87,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 11:47:54,87,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 11:48:54,87,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 11:49:54,87,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 11:50:54,87,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 11:51:54,87,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 11:52:54,87,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
2025-06-25 11:53:54,87,prometheus_http_response_size_bytes_sum,/,localhost:9090,prometheus
