timestamp,value,metric_name,instance,job,type
2025-06-25 06:56:54,25141,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-06-25 06:57:54,54046,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-06-25 06:58:54,83337,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-06-25 06:59:54,113336,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-06-25 07:00:54,143386,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-06-25 07:01:54,175746,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-06-25 07:02:54,208615,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-06-25 07:03:54,241649,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-06-25 07:04:54,274636,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-06-25 07:05:54,307668,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-06-25 07:06:54,340714,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-06-25 07:07:54,373677,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-06-25 07:08:54,406671,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-06-25 07:09:54,440810,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-06-25 07:10:54,474648,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-06-25 07:11:54,507479,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-06-25 07:12:54,540285,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-06-25 07:13:54,573428,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-06-25 07:14:54,606462,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-06-25 07:15:54,639537,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-06-25 07:16:54,672583,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-06-25 07:17:54,705697,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-06-25 07:18:54,738901,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-06-25 07:19:54,772197,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-06-25 07:20:54,805563,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-06-25 07:21:54,838908,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-06-25 07:22:54,871996,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-06-25 07:23:54,905196,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-06-25 07:24:54,938339,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-06-25 07:25:54,971519,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-06-25 07:26:54,1004185,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-06-25 07:27:54,1037324,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-06-25 07:28:54,1069389,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-06-25 07:29:54,1099546,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-06-25 07:30:54,1131062,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
