timestamp,value,metric_name,container,instance,job,namespace,pod,reason,uid
2025-07-05 10:11:44,1,kube_pod_container_status_waiting_reason,adapter,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,dqn-adapter-76b5df7cd6-qhnc8,CrashLoopBackOff,73d5cf30-68b7-45f9-b097-0fbc35d602d8
2025-07-05 10:12:44,1,kube_pod_container_status_waiting_reason,adapter,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,dqn-adapter-76b5df7cd6-qhnc8,CrashLoopBackOff,73d5cf30-68b7-45f9-b097-0fbc35d602d8
2025-07-05 10:00:44,1,kube_pod_container_status_waiting_reason,adapter,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,dqn-adapter-76b5df7cd6-xd6gr,CrashLoopBackOff,2c7039f6-720b-4ee0-8ec2-fb7a906812d3
2025-07-05 10:01:44,1,kube_pod_container_status_waiting_reason,adapter,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,dqn-adapter-76b5df7cd6-xd6gr,CrashLoopBackOff,2c7039f6-720b-4ee0-8ec2-fb7a906812d3
2025-07-05 10:02:44,1,kube_pod_container_status_waiting_reason,adapter,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,dqn-adapter-76b5df7cd6-xd6gr,CrashLoopBackOff,2c7039f6-720b-4ee0-8ec2-fb7a906812d3
2025-07-05 10:03:44,1,kube_pod_container_status_waiting_reason,adapter,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,dqn-adapter-76b5df7cd6-xd6gr,CrashLoopBackOff,2c7039f6-720b-4ee0-8ec2-fb7a906812d3
2025-07-05 10:04:44,1,kube_pod_container_status_waiting_reason,adapter,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,dqn-adapter-76b5df7cd6-xd6gr,CrashLoopBackOff,2c7039f6-720b-4ee0-8ec2-fb7a906812d3
2025-07-05 10:06:44,1,kube_pod_container_status_waiting_reason,adapter,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,dqn-adapter-76b5df7cd6-xd6gr,CrashLoopBackOff,2c7039f6-720b-4ee0-8ec2-fb7a906812d3
2025-07-05 10:07:44,1,kube_pod_container_status_waiting_reason,adapter,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,dqn-adapter-76b5df7cd6-xd6gr,CrashLoopBackOff,2c7039f6-720b-4ee0-8ec2-fb7a906812d3
2025-07-05 10:08:44,1,kube_pod_container_status_waiting_reason,adapter,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,dqn-adapter-76b5df7cd6-xd6gr,CrashLoopBackOff,2c7039f6-720b-4ee0-8ec2-fb7a906812d3
2025-07-05 10:09:44,1,kube_pod_container_status_waiting_reason,adapter,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,dqn-adapter-76b5df7cd6-xd6gr,CrashLoopBackOff,2c7039f6-720b-4ee0-8ec2-fb7a906812d3
2025-07-05 09:06:44,1,kube_pod_container_status_waiting_reason,adapter,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,dqn-adapter-84877f69f5-gj4vc,ContainerCreating,b0b4f11f-4c32-456f-bc7b-394aa69b7515
2025-07-05 09:57:44,1,kube_pod_container_status_waiting_reason,adapter,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,dqn-adapter-76b5df7cd6-xd6gr,CrashLoopBackOff,2c7039f6-720b-4ee0-8ec2-fb7a906812d3
2025-07-05 09:58:44,1,kube_pod_container_status_waiting_reason,adapter,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,dqn-adapter-76b5df7cd6-xd6gr,CrashLoopBackOff,2c7039f6-720b-4ee0-8ec2-fb7a906812d3
2025-07-05 10:00:44,1,kube_pod_container_status_waiting_reason,adapter,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,dqn-adapter-76b5df7cd6-xd6gr,CrashLoopBackOff,2c7039f6-720b-4ee0-8ec2-fb7a906812d3
2025-07-05 10:02:44,1,kube_pod_container_status_waiting_reason,adapter,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,dqn-adapter-76b5df7cd6-xd6gr,CrashLoopBackOff,2c7039f6-720b-4ee0-8ec2-fb7a906812d3
2025-07-05 10:03:44,1,kube_pod_container_status_waiting_reason,adapter,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,dqn-adapter-76b5df7cd6-xd6gr,CrashLoopBackOff,2c7039f6-720b-4ee0-8ec2-fb7a906812d3
2025-07-05 10:04:44,1,kube_pod_container_status_waiting_reason,adapter,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,dqn-adapter-76b5df7cd6-xd6gr,CrashLoopBackOff,2c7039f6-720b-4ee0-8ec2-fb7a906812d3
2025-07-05 10:05:44,1,kube_pod_container_status_waiting_reason,adapter,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,dqn-adapter-76b5df7cd6-xd6gr,CrashLoopBackOff,2c7039f6-720b-4ee0-8ec2-fb7a906812d3
2025-07-05 10:06:44,1,kube_pod_container_status_waiting_reason,adapter,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,dqn-adapter-76b5df7cd6-xd6gr,CrashLoopBackOff,2c7039f6-720b-4ee0-8ec2-fb7a906812d3
2025-07-05 10:07:44,1,kube_pod_container_status_waiting_reason,adapter,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,dqn-adapter-76b5df7cd6-xd6gr,CrashLoopBackOff,2c7039f6-720b-4ee0-8ec2-fb7a906812d3
2025-07-05 10:08:44,1,kube_pod_container_status_waiting_reason,adapter,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,dqn-adapter-76b5df7cd6-xd6gr,CrashLoopBackOff,2c7039f6-720b-4ee0-8ec2-fb7a906812d3
2025-07-05 10:09:44,1,kube_pod_container_status_waiting_reason,adapter,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,dqn-adapter-76b5df7cd6-xd6gr,CrashLoopBackOff,2c7039f6-720b-4ee0-8ec2-fb7a906812d3
2025-07-05 11:26:44,1,kube_pod_container_status_waiting_reason,consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-247w2,CrashLoopBackOff,b136f55b-15a7-4d22-b642-30af733f6dca
2025-07-05 11:24:44,1,kube_pod_container_status_waiting_reason,consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-69dzp,CrashLoopBackOff,f79e6220-019d-49b8-91c0-9fc853ae5db3
2025-07-05 08:53:44,1,kube_pod_container_status_waiting_reason,consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-6fwss,ContainerCreating,e75ce3d0-e666-44c8-9e5f-70ce22b24a6e
2025-07-05 07:35:44,1,kube_pod_container_status_waiting_reason,consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-brglj,CrashLoopBackOff,1bddb1c7-a0cb-4098-8ae9-780f693b5915
2025-07-05 07:39:44,1,kube_pod_container_status_waiting_reason,consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-brglj,CrashLoopBackOff,1bddb1c7-a0cb-4098-8ae9-780f693b5915
2025-07-05 07:42:44,1,kube_pod_container_status_waiting_reason,consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-brglj,CrashLoopBackOff,1bddb1c7-a0cb-4098-8ae9-780f693b5915
2025-07-05 08:53:44,1,kube_pod_container_status_waiting_reason,consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-brx4s,ContainerCreating,37771a07-5a6f-4871-9917-f466a1cc9cd7
2025-07-05 07:41:44,1,kube_pod_container_status_waiting_reason,consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-j9mvw,CrashLoopBackOff,e7408e64-1285-44ad-a2bc-fb7871c7f70c
2025-07-05 07:46:44,1,kube_pod_container_status_waiting_reason,consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-mvkrl,CrashLoopBackOff,2a528828-eea3-467e-88ac-160e8290e2c2
2025-07-05 09:26:44,1,kube_pod_container_status_waiting_reason,consumer,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,consumer-7d58789bb5-2jpjz,CrashLoopBackOff,f8eaa11c-5483-449c-9bec-132df1efd0c4
2025-07-05 09:41:44,1,kube_pod_container_status_waiting_reason,consumer,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,consumer-7d58789bb5-2vgvg,ContainerCreating,cc817eea-624c-4568-b3bf-f12126d83251
2025-07-05 07:33:44,1,kube_pod_container_status_waiting_reason,consumer,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,consumer-7d58789bb5-4nk5t,CrashLoopBackOff,9f071f0c-9f12-451e-b97f-95a7f8aef2fe
2025-07-05 09:34:44,1,kube_pod_container_status_waiting_reason,consumer,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,consumer-7d58789bb5-4r7nr,ContainerCreating,de175295-5732-4680-9968-ebad199601b2
2025-07-05 09:20:44,1,kube_pod_container_status_waiting_reason,consumer,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,consumer-7d58789bb5-5nvzp,ContainerCreating,1fbbcf5d-2e0d-4d5b-b6cf-41a14104bda1
2025-07-05 10:21:44,1,kube_pod_container_status_waiting_reason,consumer,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,consumer-7d58789bb5-6jc4z,CrashLoopBackOff,dcf1719b-3ea2-458e-8878-2d3e07e27d7f
2025-07-05 09:34:44,1,kube_pod_container_status_waiting_reason,consumer,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,consumer-7d58789bb5-6pxdq,ContainerCreating,ea0b8688-ce1c-4d43-80f8-9394a918d085
2025-07-05 09:20:44,1,kube_pod_container_status_waiting_reason,consumer,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,consumer-7d58789bb5-6q82j,ContainerCreating,c53f25cc-7cef-4cf2-aa39-6afeade3c8fa
2025-07-05 09:16:44,1,kube_pod_container_status_waiting_reason,consumer,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,consumer-7d58789bb5-6qs4r,ContainerCreating,078eb711-8f27-4d0d-9f1e-c0a4b4ea7725
2025-07-05 09:30:44,1,kube_pod_container_status_waiting_reason,consumer,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,consumer-7d58789bb5-6xqww,ContainerCreating,57293d43-1f11-4b2f-b3e7-05bc18dc42c3
2025-07-05 09:28:44,1,kube_pod_container_status_waiting_reason,consumer,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,consumer-7d58789bb5-7bdn6,ContainerCreating,e3019927-8722-4555-bddc-822757e86dde
2025-07-05 09:41:44,1,kube_pod_container_status_waiting_reason,consumer,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,consumer-7d58789bb5-88dzf,ContainerCreating,65ba6303-44fd-4c24-9844-bf501f8cc2af
2025-07-05 11:03:44,1,kube_pod_container_status_waiting_reason,consumer,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,consumer-7d58789bb5-8kmn7,CrashLoopBackOff,a37cabcd-38b0-4606-84b6-992d7ab41a5f
2025-07-05 11:10:44,1,kube_pod_container_status_waiting_reason,consumer,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,consumer-7d58789bb5-8rbg6,CrashLoopBackOff,ec87ca63-c77d-40d6-8d2f-b4f40831ae21
2025-07-05 09:25:44,1,kube_pod_container_status_waiting_reason,consumer,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,consumer-7d58789bb5-9766s,ContainerCreating,6f25d1dd-20cc-412e-9ad2-a9f5fdffe81f
2025-07-05 09:25:44,1,kube_pod_container_status_waiting_reason,consumer,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,consumer-7d58789bb5-9ctvh,ContainerCreating,e5937a03-755d-47f7-a845-11c7cb465278
2025-07-05 11:09:44,1,kube_pod_container_status_waiting_reason,consumer,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,consumer-7d58789bb5-9k5cd,CrashLoopBackOff,e66c6979-e9e7-4c25-9a6a-e016476a1edf
2025-07-05 09:16:44,1,kube_pod_container_status_waiting_reason,consumer,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,consumer-7d58789bb5-9mmff,ContainerCreating,9fb7252b-3527-4827-9784-6b335dbbdf01
2025-07-05 09:28:44,1,kube_pod_container_status_waiting_reason,consumer,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,consumer-7d58789bb5-9vgpr,ContainerCreating,c87f5ddd-85e4-4661-b78a-049d3993a6e8
2025-07-05 09:16:44,1,kube_pod_container_status_waiting_reason,consumer,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,consumer-7d58789bb5-9vhmj,ContainerCreating,331e63e1-753a-4317-a9b4-22c85814c5fe
2025-07-05 09:25:44,1,kube_pod_container_status_waiting_reason,consumer,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,consumer-7d58789bb5-bpx7h,ContainerCreating,db1ee054-907d-42b5-b768-ed9b58270c39
2025-07-05 07:31:44,1,kube_pod_container_status_waiting_reason,consumer,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,consumer-7d58789bb5-brglj,CrashLoopBackOff,1bddb1c7-a0cb-4098-8ae9-780f693b5915
2025-07-05 07:38:44,1,kube_pod_container_status_waiting_reason,consumer,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,consumer-7d58789bb5-brglj,CrashLoopBackOff,1bddb1c7-a0cb-4098-8ae9-780f693b5915
