timestamp,value,metric_name,handler,instance,job
2025-07-05 08:20:44,1751703601.3194923,http_response_size_bytes_created,/health,10.244.1.100:8000,prometheus.scrape.annotated_pods
2025-07-05 08:22:44,1751703711.3133664,http_response_size_bytes_created,/health,10.244.1.100:8000,prometheus.scrape.annotated_pods
2025-07-05 08:20:44,1751703616.3222046,http_response_size_bytes_created,/health,10.244.1.101:8000,prometheus.scrape.annotated_pods
2025-07-05 08:21:44,1751703616.3222046,http_response_size_bytes_created,/health,10.244.1.101:8000,prometheus.scrape.annotated_pods
2025-07-05 08:22:44,1751703616.3222046,http_response_size_bytes_created,/health,10.244.1.101:8000,prometheus.scrape.annotated_pods
2025-07-05 08:23:44,1751703616.3222046,http_response_size_bytes_created,/health,10.244.1.101:8000,prometheus.scrape.annotated_pods
2025-07-05 08:24:44,1751703616.3222046,http_response_size_bytes_created,/health,10.244.1.101:8000,prometheus.scrape.annotated_pods
2025-07-05 08:25:44,1751703616.3222046,http_response_size_bytes_created,/health,10.244.1.101:8000,prometheus.scrape.annotated_pods
2025-07-05 08:26:44,1751703616.3222046,http_response_size_bytes_created,/health,10.244.1.101:8000,prometheus.scrape.annotated_pods
2025-07-05 08:27:44,1751703616.3222046,http_response_size_bytes_created,/health,10.244.1.101:8000,prometheus.scrape.annotated_pods
2025-07-05 08:28:44,1751703616.3222046,http_response_size_bytes_created,/health,10.244.1.101:8000,prometheus.scrape.annotated_pods
2025-07-05 10:22:44,1751710914.038034,http_response_size_bytes_created,/health,10.244.1.101:8000,prometheus.scrape.annotated_pods
2025-07-05 08:21:44,1751703661.3537848,http_response_size_bytes_created,/health,10.244.1.102:8000,prometheus.scrape.annotated_pods
2025-07-05 08:22:44,1751703661.3537848,http_response_size_bytes_created,/health,10.244.1.102:8000,prometheus.scrape.annotated_pods
2025-07-05 08:23:44,1751703782.2032242,http_response_size_bytes_created,/health,10.244.1.102:8000,prometheus.scrape.annotated_pods
2025-07-05 08:24:44,1751703782.2032242,http_response_size_bytes_created,/health,10.244.1.102:8000,prometheus.scrape.annotated_pods
2025-07-05 10:22:44,1751710914.033924,http_response_size_bytes_created,/health,10.244.1.102:8000,prometheus.scrape.annotated_pods
2025-07-05 10:23:44,1751710914.033924,http_response_size_bytes_created,/health,10.244.1.102:8000,prometheus.scrape.annotated_pods
2025-07-05 10:24:44,1751710914.033924,http_response_size_bytes_created,/health,10.244.1.102:8000,prometheus.scrape.annotated_pods
2025-07-05 08:21:44,1751703660.914368,http_response_size_bytes_created,/health,10.244.1.103:8000,prometheus.scrape.annotated_pods
2025-07-05 08:22:44,1751703660.914368,http_response_size_bytes_created,/health,10.244.1.103:8000,prometheus.scrape.annotated_pods
2025-07-05 08:21:44,1751703691.371731,http_response_size_bytes_created,/health,10.244.1.104:8000,prometheus.scrape.annotated_pods
2025-07-05 08:23:44,1751703796.421033,http_response_size_bytes_created,/health,10.244.1.105:8000,prometheus.scrape.annotated_pods
