timestamp,value,metric_name,instance,job,quantile
2025-07-05 07:18:06,0.0,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0
2025-07-05 07:19:06,1.1375e-05,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0
2025-07-05 07:20:06,1.1375e-05,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0
2025-07-05 07:21:06,1.1375e-05,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0
2025-07-05 07:22:06,1.1375e-05,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0
2025-07-05 07:23:06,7.582e-06,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0
2025-07-05 07:24:06,7.582e-06,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0
2025-07-05 07:25:06,7.582e-06,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0
2025-07-05 07:26:06,7.582e-06,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0
2025-07-05 07:27:06,7.582e-06,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0
2025-07-05 07:28:06,3.959e-06,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0
2025-07-05 07:29:06,3.666e-06,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0
2025-07-05 07:30:06,3.666e-06,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0
2025-07-05 07:31:06,3.666e-06,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0
2025-07-05 07:32:06,3.666e-06,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0
2025-07-05 07:33:06,3.666e-06,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0
2025-07-05 07:34:06,3.666e-06,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0
2025-07-05 07:35:06,3.666e-06,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0
2025-07-05 07:36:06,3.666e-06,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0
2025-07-05 07:37:06,3.666e-06,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0
2025-07-05 07:38:06,3.666e-06,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0
2025-07-05 07:39:06,3.666e-06,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0
2025-07-05 07:40:06,3.666e-06,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0
2025-07-05 07:41:06,3.666e-06,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0
2025-07-05 07:42:06,3.666e-06,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0
2025-07-05 07:43:06,3.666e-06,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0
2025-07-05 07:18:06,0.0,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0.25
2025-07-05 07:19:06,1.325e-05,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0.25
2025-07-05 07:20:06,2.35e-05,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0.25
2025-07-05 07:21:06,2.775e-05,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0.25
2025-07-05 07:22:06,2.5583e-05,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0.25
2025-07-05 07:23:06,2.5583e-05,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0.25
2025-07-05 07:24:06,2.775e-05,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0.25
2025-07-05 07:25:06,2.5583e-05,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0.25
2025-07-05 07:26:06,2.5583e-05,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0.25
2025-07-05 07:27:06,2.7584e-05,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0.25
2025-07-05 07:28:06,2.4666e-05,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0.25
2025-07-05 07:29:06,2.1334e-05,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0.25
2025-07-05 07:30:06,1.6834e-05,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0.25
2025-07-05 07:31:06,1.6542e-05,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0.25
2025-07-05 07:32:06,1.6251e-05,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0.25
2025-07-05 07:33:06,1.4084e-05,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0.25
2025-07-05 07:34:06,1.3625e-05,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0.25
2025-07-05 07:35:06,1.3292e-05,go_gc_duration_seconds,172.18.0.2:9100,prometheus.scrape.annotated_pods,0.25
