timestamp,value,metric_name,component_id,component_path,host,instance,job,status_code
2025-07-05 07:17:44,0.0935302519999999,loki_write_request_duration_seconds_sum,loki.write.default,/,loki:3100,alloy:8080,alloy-metrics,204
2025-07-05 07:18:44,0.1959672119999999,loki_write_request_duration_seconds_sum,loki.write.default,/,loki:3100,alloy:8080,alloy-metrics,204
2025-07-05 07:19:44,0.2777117129999999,loki_write_request_duration_seconds_sum,loki.write.default,/,loki:3100,alloy:8080,alloy-metrics,204
2025-07-05 07:20:44,0.366462089,loki_write_request_duration_seconds_sum,loki.write.default,/,loki:3100,alloy:8080,alloy-metrics,204
2025-07-05 07:21:44,0.443538923,loki_write_request_duration_seconds_sum,loki.write.default,/,loki:3100,alloy:8080,alloy-metrics,204
2025-07-05 07:22:44,0.518206505,loki_write_request_duration_seconds_sum,loki.write.default,/,loki:3100,alloy:8080,alloy-metrics,204
2025-07-05 07:23:44,0.60302767,loki_write_request_duration_seconds_sum,loki.write.default,/,loki:3100,alloy:8080,alloy-metrics,204
2025-07-05 07:24:44,0.6863669219999998,loki_write_request_duration_seconds_sum,loki.write.default,/,loki:3100,alloy:8080,alloy-metrics,204
2025-07-05 07:25:44,0.7682385019999995,loki_write_request_duration_seconds_sum,loki.write.default,/,loki:3100,alloy:8080,alloy-metrics,204
2025-07-05 07:26:44,0.8304112539999997,loki_write_request_duration_seconds_sum,loki.write.default,/,loki:3100,alloy:8080,alloy-metrics,204
2025-07-05 07:27:44,0.8807565419999999,loki_write_request_duration_seconds_sum,loki.write.default,/,loki:3100,alloy:8080,alloy-metrics,204
2025-07-05 07:28:44,0.9236874559999996,loki_write_request_duration_seconds_sum,loki.write.default,/,loki:3100,alloy:8080,alloy-metrics,204
2025-07-05 07:29:44,1.0363597049999995,loki_write_request_duration_seconds_sum,loki.write.default,/,loki:3100,alloy:8080,alloy-metrics,204
2025-07-05 07:30:44,1.0790170339999996,loki_write_request_duration_seconds_sum,loki.write.default,/,loki:3100,alloy:8080,alloy-metrics,204
2025-07-05 07:31:44,1.1144856539999992,loki_write_request_duration_seconds_sum,loki.write.default,/,loki:3100,alloy:8080,alloy-metrics,204
2025-07-05 07:32:44,1.1550736979999996,loki_write_request_duration_seconds_sum,loki.write.default,/,loki:3100,alloy:8080,alloy-metrics,204
2025-07-05 07:33:44,1.1965776129999992,loki_write_request_duration_seconds_sum,loki.write.default,/,loki:3100,alloy:8080,alloy-metrics,204
2025-07-05 07:34:44,1.2342966149999994,loki_write_request_duration_seconds_sum,loki.write.default,/,loki:3100,alloy:8080,alloy-metrics,204
2025-07-05 07:35:44,1.2871214110000009,loki_write_request_duration_seconds_sum,loki.write.default,/,loki:3100,alloy:8080,alloy-metrics,204
2025-07-05 07:36:44,1.3286998340000005,loki_write_request_duration_seconds_sum,loki.write.default,/,loki:3100,alloy:8080,alloy-metrics,204
2025-07-05 07:37:44,1.370004917,loki_write_request_duration_seconds_sum,loki.write.default,/,loki:3100,alloy:8080,alloy-metrics,204
2025-07-05 07:38:44,1.413529004,loki_write_request_duration_seconds_sum,loki.write.default,/,loki:3100,alloy:8080,alloy-metrics,204
2025-07-05 07:39:44,1.4482231300000004,loki_write_request_duration_seconds_sum,loki.write.default,/,loki:3100,alloy:8080,alloy-metrics,204
2025-07-05 07:40:44,1.4881918390000004,loki_write_request_duration_seconds_sum,loki.write.default,/,loki:3100,alloy:8080,alloy-metrics,204
2025-07-05 07:41:44,1.520797587,loki_write_request_duration_seconds_sum,loki.write.default,/,loki:3100,alloy:8080,alloy-metrics,204
2025-07-05 07:42:44,1.558778168,loki_write_request_duration_seconds_sum,loki.write.default,/,loki:3100,alloy:8080,alloy-metrics,204
