timestamp,value,metric_name,instance,job,namespace,pod,service_account,uid
2025-07-05 07:38:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-2chtp,coredns,71061800-d364-46e6-b2e7-8e17e2b13364
2025-07-05 07:39:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-2chtp,coredns,71061800-d364-46e6-b2e7-8e17e2b13364
2025-07-05 07:40:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-2chtp,coredns,71061800-d364-46e6-b2e7-8e17e2b13364
2025-07-05 07:41:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-2chtp,coredns,71061800-d364-46e6-b2e7-8e17e2b13364
2025-07-05 07:42:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-2chtp,coredns,71061800-d364-46e6-b2e7-8e17e2b13364
2025-07-05 07:43:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-2chtp,coredns,71061800-d364-46e6-b2e7-8e17e2b13364
2025-07-05 07:18:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-j2ldd,coredns,74e62d5e-dd02-4cb9-ac64-700807a9ac3e
2025-07-05 07:19:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-j2ldd,coredns,74e62d5e-dd02-4cb9-ac64-700807a9ac3e
2025-07-05 07:20:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-j2ldd,coredns,74e62d5e-dd02-4cb9-ac64-700807a9ac3e
2025-07-05 07:21:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-j2ldd,coredns,74e62d5e-dd02-4cb9-ac64-700807a9ac3e
2025-07-05 07:22:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-j2ldd,coredns,74e62d5e-dd02-4cb9-ac64-700807a9ac3e
2025-07-05 07:23:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-j2ldd,coredns,74e62d5e-dd02-4cb9-ac64-700807a9ac3e
2025-07-05 07:24:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-j2ldd,coredns,74e62d5e-dd02-4cb9-ac64-700807a9ac3e
2025-07-05 07:25:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-j2ldd,coredns,74e62d5e-dd02-4cb9-ac64-700807a9ac3e
2025-07-05 07:26:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-j2ldd,coredns,74e62d5e-dd02-4cb9-ac64-700807a9ac3e
2025-07-05 07:27:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-j2ldd,coredns,74e62d5e-dd02-4cb9-ac64-700807a9ac3e
2025-07-05 07:28:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-j2ldd,coredns,74e62d5e-dd02-4cb9-ac64-700807a9ac3e
2025-07-05 07:29:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-j2ldd,coredns,74e62d5e-dd02-4cb9-ac64-700807a9ac3e
2025-07-05 07:30:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-j2ldd,coredns,74e62d5e-dd02-4cb9-ac64-700807a9ac3e
2025-07-05 07:31:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-j2ldd,coredns,74e62d5e-dd02-4cb9-ac64-700807a9ac3e
2025-07-05 07:32:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-j2ldd,coredns,74e62d5e-dd02-4cb9-ac64-700807a9ac3e
2025-07-05 07:33:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-j2ldd,coredns,74e62d5e-dd02-4cb9-ac64-700807a9ac3e
2025-07-05 07:34:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-j2ldd,coredns,74e62d5e-dd02-4cb9-ac64-700807a9ac3e
2025-07-05 07:35:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-j2ldd,coredns,74e62d5e-dd02-4cb9-ac64-700807a9ac3e
2025-07-05 07:36:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-j2ldd,coredns,74e62d5e-dd02-4cb9-ac64-700807a9ac3e
2025-07-05 07:37:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-j2ldd,coredns,74e62d5e-dd02-4cb9-ac64-700807a9ac3e
2025-07-05 07:38:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-j2ldd,coredns,74e62d5e-dd02-4cb9-ac64-700807a9ac3e
2025-07-05 07:39:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-j2ldd,coredns,74e62d5e-dd02-4cb9-ac64-700807a9ac3e
2025-07-05 07:40:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-j2ldd,coredns,74e62d5e-dd02-4cb9-ac64-700807a9ac3e
2025-07-05 07:41:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-j2ldd,coredns,74e62d5e-dd02-4cb9-ac64-700807a9ac3e
2025-07-05 07:42:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-j2ldd,coredns,74e62d5e-dd02-4cb9-ac64-700807a9ac3e
2025-07-05 07:43:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-j2ldd,coredns,74e62d5e-dd02-4cb9-ac64-700807a9ac3e
2025-07-05 07:18:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,etcd-desktop-control-plane,,d7aaf973-eccb-40b3-a52f-184e3c833732
2025-07-05 07:19:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,etcd-desktop-control-plane,,d7aaf973-eccb-40b3-a52f-184e3c833732
2025-07-05 07:20:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,etcd-desktop-control-plane,,d7aaf973-eccb-40b3-a52f-184e3c833732
2025-07-05 07:21:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,etcd-desktop-control-plane,,d7aaf973-eccb-40b3-a52f-184e3c833732
2025-07-05 07:22:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,etcd-desktop-control-plane,,d7aaf973-eccb-40b3-a52f-184e3c833732
2025-07-05 07:23:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,etcd-desktop-control-plane,,d7aaf973-eccb-40b3-a52f-184e3c833732
2025-07-05 07:24:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,etcd-desktop-control-plane,,d7aaf973-eccb-40b3-a52f-184e3c833732
2025-07-05 07:25:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,etcd-desktop-control-plane,,d7aaf973-eccb-40b3-a52f-184e3c833732
2025-07-05 07:26:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,etcd-desktop-control-plane,,d7aaf973-eccb-40b3-a52f-184e3c833732
2025-07-05 07:27:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,etcd-desktop-control-plane,,d7aaf973-eccb-40b3-a52f-184e3c833732
2025-07-05 07:28:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,etcd-desktop-control-plane,,d7aaf973-eccb-40b3-a52f-184e3c833732
2025-07-05 07:29:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,etcd-desktop-control-plane,,d7aaf973-eccb-40b3-a52f-184e3c833732
2025-07-05 07:30:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,etcd-desktop-control-plane,,d7aaf973-eccb-40b3-a52f-184e3c833732
2025-07-05 07:31:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,etcd-desktop-control-plane,,d7aaf973-eccb-40b3-a52f-184e3c833732
2025-07-05 07:32:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,etcd-desktop-control-plane,,d7aaf973-eccb-40b3-a52f-184e3c833732
2025-07-05 07:33:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,etcd-desktop-control-plane,,d7aaf973-eccb-40b3-a52f-184e3c833732
2025-07-05 07:34:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,etcd-desktop-control-plane,,d7aaf973-eccb-40b3-a52f-184e3c833732
2025-07-05 07:35:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,etcd-desktop-control-plane,,d7aaf973-eccb-40b3-a52f-184e3c833732
2025-07-05 07:36:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,etcd-desktop-control-plane,,d7aaf973-eccb-40b3-a52f-184e3c833732
2025-07-05 07:37:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,etcd-desktop-control-plane,,d7aaf973-eccb-40b3-a52f-184e3c833732
2025-07-05 07:38:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,etcd-desktop-control-plane,,d7aaf973-eccb-40b3-a52f-184e3c833732
2025-07-05 07:39:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,etcd-desktop-control-plane,,d7aaf973-eccb-40b3-a52f-184e3c833732
2025-07-05 07:40:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,etcd-desktop-control-plane,,d7aaf973-eccb-40b3-a52f-184e3c833732
2025-07-05 07:41:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,etcd-desktop-control-plane,,d7aaf973-eccb-40b3-a52f-184e3c833732
2025-07-05 07:42:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,etcd-desktop-control-plane,,d7aaf973-eccb-40b3-a52f-184e3c833732
2025-07-05 07:43:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,etcd-desktop-control-plane,,d7aaf973-eccb-40b3-a52f-184e3c833732
2025-07-05 07:18:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-4w78h,kindnet,360c8355-cb83-464f-9c2f-868b4d6b5438
2025-07-05 07:19:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-4w78h,kindnet,360c8355-cb83-464f-9c2f-868b4d6b5438
2025-07-05 07:20:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-4w78h,kindnet,360c8355-cb83-464f-9c2f-868b4d6b5438
2025-07-05 07:21:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-4w78h,kindnet,360c8355-cb83-464f-9c2f-868b4d6b5438
2025-07-05 07:22:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-4w78h,kindnet,360c8355-cb83-464f-9c2f-868b4d6b5438
2025-07-05 07:23:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-4w78h,kindnet,360c8355-cb83-464f-9c2f-868b4d6b5438
2025-07-05 07:24:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-4w78h,kindnet,360c8355-cb83-464f-9c2f-868b4d6b5438
2025-07-05 07:25:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-4w78h,kindnet,360c8355-cb83-464f-9c2f-868b4d6b5438
2025-07-05 07:26:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-4w78h,kindnet,360c8355-cb83-464f-9c2f-868b4d6b5438
2025-07-05 07:27:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-4w78h,kindnet,360c8355-cb83-464f-9c2f-868b4d6b5438
2025-07-05 07:28:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-4w78h,kindnet,360c8355-cb83-464f-9c2f-868b4d6b5438
2025-07-05 07:29:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-4w78h,kindnet,360c8355-cb83-464f-9c2f-868b4d6b5438
2025-07-05 07:30:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-4w78h,kindnet,360c8355-cb83-464f-9c2f-868b4d6b5438
2025-07-05 07:31:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-4w78h,kindnet,360c8355-cb83-464f-9c2f-868b4d6b5438
2025-07-05 07:32:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-4w78h,kindnet,360c8355-cb83-464f-9c2f-868b4d6b5438
2025-07-05 07:33:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-4w78h,kindnet,360c8355-cb83-464f-9c2f-868b4d6b5438
2025-07-05 07:34:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-4w78h,kindnet,360c8355-cb83-464f-9c2f-868b4d6b5438
2025-07-05 07:35:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-4w78h,kindnet,360c8355-cb83-464f-9c2f-868b4d6b5438
2025-07-05 07:36:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-4w78h,kindnet,360c8355-cb83-464f-9c2f-868b4d6b5438
2025-07-05 07:37:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-4w78h,kindnet,360c8355-cb83-464f-9c2f-868b4d6b5438
2025-07-05 07:38:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-4w78h,kindnet,360c8355-cb83-464f-9c2f-868b4d6b5438
2025-07-05 07:39:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-4w78h,kindnet,360c8355-cb83-464f-9c2f-868b4d6b5438
2025-07-05 07:40:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-4w78h,kindnet,360c8355-cb83-464f-9c2f-868b4d6b5438
2025-07-05 07:41:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-4w78h,kindnet,360c8355-cb83-464f-9c2f-868b4d6b5438
2025-07-05 07:42:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-4w78h,kindnet,360c8355-cb83-464f-9c2f-868b4d6b5438
2025-07-05 07:43:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-4w78h,kindnet,360c8355-cb83-464f-9c2f-868b4d6b5438
2025-07-05 07:18:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-5lj6z,kindnet,8f6e1f45-1148-4dbe-8bc4-87d29eec24a1
2025-07-05 07:19:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-5lj6z,kindnet,8f6e1f45-1148-4dbe-8bc4-87d29eec24a1
2025-07-05 07:20:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-5lj6z,kindnet,8f6e1f45-1148-4dbe-8bc4-87d29eec24a1
2025-07-05 07:21:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-5lj6z,kindnet,8f6e1f45-1148-4dbe-8bc4-87d29eec24a1
2025-07-05 07:22:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-5lj6z,kindnet,8f6e1f45-1148-4dbe-8bc4-87d29eec24a1
2025-07-05 07:23:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-5lj6z,kindnet,8f6e1f45-1148-4dbe-8bc4-87d29eec24a1
2025-07-05 07:24:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-5lj6z,kindnet,8f6e1f45-1148-4dbe-8bc4-87d29eec24a1
2025-07-05 07:25:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-5lj6z,kindnet,8f6e1f45-1148-4dbe-8bc4-87d29eec24a1
2025-07-05 07:26:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-5lj6z,kindnet,8f6e1f45-1148-4dbe-8bc4-87d29eec24a1
2025-07-05 07:27:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-5lj6z,kindnet,8f6e1f45-1148-4dbe-8bc4-87d29eec24a1
2025-07-05 07:28:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-5lj6z,kindnet,8f6e1f45-1148-4dbe-8bc4-87d29eec24a1
2025-07-05 07:29:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-5lj6z,kindnet,8f6e1f45-1148-4dbe-8bc4-87d29eec24a1
2025-07-05 07:30:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-5lj6z,kindnet,8f6e1f45-1148-4dbe-8bc4-87d29eec24a1
2025-07-05 07:31:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-5lj6z,kindnet,8f6e1f45-1148-4dbe-8bc4-87d29eec24a1
2025-07-05 07:32:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-5lj6z,kindnet,8f6e1f45-1148-4dbe-8bc4-87d29eec24a1
2025-07-05 07:33:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-5lj6z,kindnet,8f6e1f45-1148-4dbe-8bc4-87d29eec24a1
2025-07-05 07:34:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-5lj6z,kindnet,8f6e1f45-1148-4dbe-8bc4-87d29eec24a1
2025-07-05 07:35:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-5lj6z,kindnet,8f6e1f45-1148-4dbe-8bc4-87d29eec24a1
2025-07-05 07:36:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-5lj6z,kindnet,8f6e1f45-1148-4dbe-8bc4-87d29eec24a1
2025-07-05 07:37:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-5lj6z,kindnet,8f6e1f45-1148-4dbe-8bc4-87d29eec24a1
2025-07-05 07:38:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-5lj6z,kindnet,8f6e1f45-1148-4dbe-8bc4-87d29eec24a1
2025-07-05 07:39:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-5lj6z,kindnet,8f6e1f45-1148-4dbe-8bc4-87d29eec24a1
2025-07-05 07:40:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-5lj6z,kindnet,8f6e1f45-1148-4dbe-8bc4-87d29eec24a1
2025-07-05 07:41:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-5lj6z,kindnet,8f6e1f45-1148-4dbe-8bc4-87d29eec24a1
2025-07-05 07:42:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-5lj6z,kindnet,8f6e1f45-1148-4dbe-8bc4-87d29eec24a1
2025-07-05 07:43:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-5lj6z,kindnet,8f6e1f45-1148-4dbe-8bc4-87d29eec24a1
2025-07-05 07:18:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-ccmw5,kindnet,ecb2599f-94c7-41ea-9a29-d1fd6f244140
2025-07-05 07:19:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-ccmw5,kindnet,ecb2599f-94c7-41ea-9a29-d1fd6f244140
2025-07-05 07:20:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-ccmw5,kindnet,ecb2599f-94c7-41ea-9a29-d1fd6f244140
2025-07-05 07:21:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-ccmw5,kindnet,ecb2599f-94c7-41ea-9a29-d1fd6f244140
2025-07-05 07:22:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-ccmw5,kindnet,ecb2599f-94c7-41ea-9a29-d1fd6f244140
2025-07-05 07:23:06,1,kube_pod_service_account,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kindnet-ccmw5,kindnet,ecb2599f-94c7-41ea-9a29-d1fd6f244140
