timestamp,value,metric_name,component_id,component_path,http_method,http_scheme,http_status_code,instance,job,le,net_protocol_name,net_protocol_version,otel_scope_name,otel_scope_version
2025-07-05 07:29:06,122,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,10,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:30:06,129,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,10,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:31:06,135,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,10,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:32:06,156,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,10,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:33:06,186,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,10,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:34:06,240,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,10,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:35:06,293,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,10,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:36:06,363,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,10,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:37:06,429,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,10,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:38:06,481,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,10,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:39:06,533,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,10,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:40:06,585,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,10,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:41:06,632,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,10,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:42:06,675,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,10,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:43:06,755,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,10,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:18:06,10,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,100,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:19:06,22,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,100,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:20:06,33,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,100,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:21:06,45,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,100,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:22:06,57,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,100,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:23:06,69,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,100,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:24:06,81,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,100,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:25:06,93,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,100,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:26:06,105,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,100,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:27:06,114,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,100,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:28:06,119,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,100,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:29:06,126,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,100,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:30:06,137,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,100,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:31:06,155,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,100,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:32:06,182,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,100,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:33:06,221,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,100,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:34:06,287,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,100,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:35:06,354,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,100,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:36:06,431,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,100,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:37:06,502,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,100,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:38:06,562,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,100,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:39:06,620,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,100,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:40:06,683,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,100,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:41:06,740,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,100,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:42:06,796,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,100,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:43:06,885,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,100,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:18:06,10,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,1000,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:19:06,22,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,1000,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:20:06,33,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,1000,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:21:06,45,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,1000,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:22:06,57,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,1000,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:23:06,69,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,1000,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:24:06,81,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,1000,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:25:06,93,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,1000,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:26:06,105,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,1000,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:27:06,117,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,1000,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:28:06,126,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,1000,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:29:06,136,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,1000,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:30:06,151,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,1000,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-05 07:31:06,182,http_server_duration_milliseconds_bucket,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,1000,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
