timestamp,value,metric_name,container,instance,job,namespace,node,pod,resource,uid,unit
2025-07-05 07:27:06,0.05,kube_pod_init_container_resource_limits,wait-for-consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-worker,load-generator-prod-29195006-dfxzw,cpu,84cc7838-c4e9-4501-92de-999c01290a67,core
2025-07-05 07:28:06,0.05,kube_pod_init_container_resource_limits,wait-for-consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-worker,load-generator-prod-29195006-dfxzw,cpu,84cc7838-c4e9-4501-92de-999c01290a67,core
2025-07-05 07:27:06,33554432.0,kube_pod_init_container_resource_limits,wait-for-consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-worker,load-generator-prod-29195006-dfxzw,memory,84cc7838-c4e9-4501-92de-999c01290a67,byte
2025-07-05 07:28:06,33554432.0,kube_pod_init_container_resource_limits,wait-for-consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-worker,load-generator-prod-29195006-dfxzw,memory,84cc7838-c4e9-4501-92de-999c01290a67,byte
2025-07-05 07:28:06,0.05,kube_pod_init_container_resource_limits,wait-for-consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-worker,load-generator-prod-29195007-w7f5j,cpu,87fa1cbc-2d61-499c-8681-1c145b2b9f8f,core
2025-07-05 07:29:06,0.05,kube_pod_init_container_resource_limits,wait-for-consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-worker,load-generator-prod-29195007-w7f5j,cpu,87fa1cbc-2d61-499c-8681-1c145b2b9f8f,core
2025-07-05 07:30:06,0.05,kube_pod_init_container_resource_limits,wait-for-consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-worker,load-generator-prod-29195007-w7f5j,cpu,87fa1cbc-2d61-499c-8681-1c145b2b9f8f,core
2025-07-05 07:28:06,33554432.0,kube_pod_init_container_resource_limits,wait-for-consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-worker,load-generator-prod-29195007-w7f5j,memory,87fa1cbc-2d61-499c-8681-1c145b2b9f8f,byte
2025-07-05 07:29:06,33554432.0,kube_pod_init_container_resource_limits,wait-for-consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-worker,load-generator-prod-29195007-w7f5j,memory,87fa1cbc-2d61-499c-8681-1c145b2b9f8f,byte
2025-07-05 07:30:06,33554432.0,kube_pod_init_container_resource_limits,wait-for-consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-worker,load-generator-prod-29195007-w7f5j,memory,87fa1cbc-2d61-499c-8681-1c145b2b9f8f,byte
2025-07-05 07:29:06,0.05,kube_pod_init_container_resource_limits,wait-for-consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-worker,load-generator-prod-29195008-7xx5l,cpu,0aa43080-7ac2-4635-85de-737971590b24,core
2025-07-05 07:30:06,0.05,kube_pod_init_container_resource_limits,wait-for-consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-worker,load-generator-prod-29195008-7xx5l,cpu,0aa43080-7ac2-4635-85de-737971590b24,core
2025-07-05 07:29:06,33554432.0,kube_pod_init_container_resource_limits,wait-for-consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-worker,load-generator-prod-29195008-7xx5l,memory,0aa43080-7ac2-4635-85de-737971590b24,byte
2025-07-05 07:30:06,33554432.0,kube_pod_init_container_resource_limits,wait-for-consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-worker,load-generator-prod-29195008-7xx5l,memory,0aa43080-7ac2-4635-85de-737971590b24,byte
2025-07-05 07:30:06,0.05,kube_pod_init_container_resource_limits,wait-for-consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-worker,load-generator-prod-29195009-fnq8r,cpu,b28f4e73-1215-4c7a-aec1-24071b68bb5a,core
2025-07-05 07:31:06,0.05,kube_pod_init_container_resource_limits,wait-for-consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-worker,load-generator-prod-29195009-fnq8r,cpu,b28f4e73-1215-4c7a-aec1-24071b68bb5a,core
2025-07-05 07:30:06,33554432.0,kube_pod_init_container_resource_limits,wait-for-consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-worker,load-generator-prod-29195009-fnq8r,memory,b28f4e73-1215-4c7a-aec1-24071b68bb5a,byte
2025-07-05 07:31:06,33554432.0,kube_pod_init_container_resource_limits,wait-for-consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-worker,load-generator-prod-29195009-fnq8r,memory,b28f4e73-1215-4c7a-aec1-24071b68bb5a,byte
2025-07-05 07:31:06,0.05,kube_pod_init_container_resource_limits,wait-for-consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-worker,load-generator-prod-29195010-hn9wp,cpu,31cadd00-82ae-4e23-9ee4-f1f24f232548,core
2025-07-05 07:32:06,0.05,kube_pod_init_container_resource_limits,wait-for-consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-worker,load-generator-prod-29195010-hn9wp,cpu,31cadd00-82ae-4e23-9ee4-f1f24f232548,core
