timestamp,value,metric_name,cpu,instance,job,mode
2025-07-05 07:18:06,323.37,node_cpu_seconds_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods,idle
2025-07-05 07:19:06,378.23,node_cpu_seconds_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods,idle
2025-07-05 07:20:06,433.42,node_cpu_seconds_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods,idle
2025-07-05 07:21:06,488.59,node_cpu_seconds_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods,idle
2025-07-05 07:22:06,543.74,node_cpu_seconds_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods,idle
2025-07-05 07:23:06,598.9,node_cpu_seconds_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods,idle
2025-07-05 07:24:06,653.95,node_cpu_seconds_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods,idle
2025-07-05 07:25:06,709.16,node_cpu_seconds_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods,idle
2025-07-05 07:26:06,763.74,node_cpu_seconds_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods,idle
2025-07-05 07:27:06,817.92,node_cpu_seconds_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods,idle
2025-07-05 07:28:06,871.86,node_cpu_seconds_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods,idle
2025-07-05 07:29:06,924.85,node_cpu_seconds_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods,idle
2025-07-05 07:30:06,976.72,node_cpu_seconds_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods,idle
2025-07-05 07:31:06,1024.15,node_cpu_seconds_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods,idle
2025-07-05 07:32:06,1068.95,node_cpu_seconds_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods,idle
2025-07-05 07:33:06,1115.38,node_cpu_seconds_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods,idle
2025-07-05 07:34:06,1161.23,node_cpu_seconds_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods,idle
