timestamp,value,metric_name,handler,instance,job,le,method
2025-07-05 07:30:06,1,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,+Inf,GET
2025-07-05 07:31:06,8,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,+Inf,GET
2025-07-05 07:32:06,3,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,+Inf,GET
2025-07-05 07:33:06,9,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,+Inf,GET
2025-07-05 07:35:06,5,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,+Inf,GET
2025-07-05 07:36:06,11,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,+Inf,GET
2025-07-05 07:37:06,17,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,+Inf,GET
2025-07-05 07:38:06,23,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,+Inf,GET
2025-07-05 07:39:06,29,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,+Inf,GET
2025-07-05 07:40:06,35,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,+Inf,GET
2025-07-05 07:41:06,41,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,+Inf,GET
2025-07-05 07:42:06,48,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,+Inf,GET
2025-07-05 07:30:06,0,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,0.1,GET
2025-07-05 07:31:06,2,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,0.1,GET
2025-07-05 07:32:06,3,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,0.1,GET
2025-07-05 07:33:06,8,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,0.1,GET
2025-07-05 07:35:06,5,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,0.1,GET
2025-07-05 07:36:06,11,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,0.1,GET
2025-07-05 07:37:06,17,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,0.1,GET
2025-07-05 07:38:06,23,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,0.1,GET
2025-07-05 07:39:06,29,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,0.1,GET
2025-07-05 07:40:06,35,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,0.1,GET
2025-07-05 07:41:06,41,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,0.1,GET
2025-07-05 07:42:06,46,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,0.1,GET
2025-07-05 07:30:06,1,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,0.5,GET
2025-07-05 07:31:06,6,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,0.5,GET
2025-07-05 07:32:06,3,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,0.5,GET
2025-07-05 07:33:06,8,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,0.5,GET
2025-07-05 07:35:06,5,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,0.5,GET
2025-07-05 07:36:06,11,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,0.5,GET
2025-07-05 07:37:06,17,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,0.5,GET
2025-07-05 07:38:06,23,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,0.5,GET
2025-07-05 07:39:06,29,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,0.5,GET
2025-07-05 07:40:06,35,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,0.5,GET
2025-07-05 07:41:06,41,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,0.5,GET
2025-07-05 07:42:06,48,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,0.5,GET
2025-07-05 07:30:06,1,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,1.0,GET
2025-07-05 07:31:06,8,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,1.0,GET
2025-07-05 07:32:06,3,http_request_duration_seconds_bucket,/health,10.244.1.14:8000,prometheus.scrape.annotated_pods,1.0,GET
