timestamp,value,metric_name,cronjob,instance,job,namespace
2025-07-05 07:27:06,1751700375,kube_cronjob_status_last_successful_time,load-generator-prod,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-07-05 07:28:06,1751700456,kube_cronjob_status_last_successful_time,load-generator-prod,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-07-05 07:29:06,1751700505,kube_cronjob_status_last_successful_time,load-generator-prod,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-07-05 07:30:06,1751700505,kube_cronjob_status_last_successful_time,load-generator-prod,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-07-05 07:31:06,1751700617,kube_cronjob_status_last_successful_time,load-generator-prod,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-07-05 07:32:06,1751700678,kube_cronjob_status_last_successful_time,load-generator-prod,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-07-05 07:33:06,1751700746,kube_cronjob_status_last_successful_time,load-generator-prod,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-07-05 07:34:06,1751700799,kube_cronjob_status_last_successful_time,load-generator-prod,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-07-05 07:35:06,1751700855,kube_cronjob_status_last_successful_time,load-generator-prod,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-07-05 07:36:06,1751700914,kube_cronjob_status_last_successful_time,load-generator-prod,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-07-05 07:37:06,1751700974,kube_cronjob_status_last_successful_time,load-generator-prod,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-07-05 07:38:06,1751701036,kube_cronjob_status_last_successful_time,load-generator-prod,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-07-05 07:39:06,1751701097,kube_cronjob_status_last_successful_time,load-generator-prod,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-07-05 07:40:06,1751701155,kube_cronjob_status_last_successful_time,load-generator-prod,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-07-05 07:41:06,1751701216,kube_cronjob_status_last_successful_time,load-generator-prod,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-07-05 07:42:06,1751701275,kube_cronjob_status_last_successful_time,load-generator-prod,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-07-05 07:43:06,1751701335,kube_cronjob_status_last_successful_time,load-generator-prod,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard
2025-07-05 07:27:06,1751700375,kube_cronjob_status_last_successful_time,load-generator-prod,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard
2025-07-05 07:28:06,1751700456,kube_cronjob_status_last_successful_time,load-generator-prod,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard
2025-07-05 07:29:06,1751700505,kube_cronjob_status_last_successful_time,load-generator-prod,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard
2025-07-05 07:30:06,1751700588,kube_cronjob_status_last_successful_time,load-generator-prod,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard
2025-07-05 07:31:06,1751700617,kube_cronjob_status_last_successful_time,load-generator-prod,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard
2025-07-05 07:32:06,1751700678,kube_cronjob_status_last_successful_time,load-generator-prod,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard
2025-07-05 07:33:06,1751700746,kube_cronjob_status_last_successful_time,load-generator-prod,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard
2025-07-05 07:34:06,1751700799,kube_cronjob_status_last_successful_time,load-generator-prod,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard
2025-07-05 07:35:06,1751700855,kube_cronjob_status_last_successful_time,load-generator-prod,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard
2025-07-05 07:36:06,1751700914,kube_cronjob_status_last_successful_time,load-generator-prod,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard
2025-07-05 07:37:06,1751700974,kube_cronjob_status_last_successful_time,load-generator-prod,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard
2025-07-05 07:38:06,1751701036,kube_cronjob_status_last_successful_time,load-generator-prod,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard
2025-07-05 07:39:06,1751701097,kube_cronjob_status_last_successful_time,load-generator-prod,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard
2025-07-05 07:40:06,1751701155,kube_cronjob_status_last_successful_time,load-generator-prod,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard
2025-07-05 07:41:06,1751701216,kube_cronjob_status_last_successful_time,load-generator-prod,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard
2025-07-05 07:42:06,1751701275,kube_cronjob_status_last_successful_time,load-generator-prod,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard
2025-07-05 07:43:06,1751701335,kube_cronjob_status_last_successful_time,load-generator-prod,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard
