timestamp,value,metric_name,instance,job,namespace,service,type,uid
2025-07-05 07:24:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kube-dns,ClusterIP,c99467b9-a594-42db-8e8f-091b4938ed55
2025-07-05 07:25:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kube-dns,ClusterIP,c99467b9-a594-42db-8e8f-091b4938ed55
2025-07-05 07:26:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kube-dns,ClusterIP,c99467b9-a594-42db-8e8f-091b4938ed55
2025-07-05 07:27:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kube-dns,ClusterIP,c99467b9-a594-42db-8e8f-091b4938ed55
2025-07-05 07:28:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kube-dns,ClusterIP,c99467b9-a594-42db-8e8f-091b4938ed55
2025-07-05 07:29:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kube-dns,ClusterIP,c99467b9-a594-42db-8e8f-091b4938ed55
2025-07-05 07:30:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kube-dns,ClusterIP,c99467b9-a594-42db-8e8f-091b4938ed55
2025-07-05 07:31:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kube-dns,ClusterIP,c99467b9-a594-42db-8e8f-091b4938ed55
2025-07-05 07:32:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kube-dns,ClusterIP,c99467b9-a594-42db-8e8f-091b4938ed55
2025-07-05 07:33:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kube-dns,ClusterIP,c99467b9-a594-42db-8e8f-091b4938ed55
2025-07-05 07:34:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kube-dns,ClusterIP,c99467b9-a594-42db-8e8f-091b4938ed55
2025-07-05 07:35:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kube-dns,ClusterIP,c99467b9-a594-42db-8e8f-091b4938ed55
2025-07-05 07:36:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kube-dns,ClusterIP,c99467b9-a594-42db-8e8f-091b4938ed55
2025-07-05 07:37:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kube-dns,ClusterIP,c99467b9-a594-42db-8e8f-091b4938ed55
2025-07-05 07:38:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kube-dns,ClusterIP,c99467b9-a594-42db-8e8f-091b4938ed55
2025-07-05 07:39:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kube-dns,ClusterIP,c99467b9-a594-42db-8e8f-091b4938ed55
2025-07-05 07:40:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kube-dns,ClusterIP,c99467b9-a594-42db-8e8f-091b4938ed55
2025-07-05 07:41:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kube-dns,ClusterIP,c99467b9-a594-42db-8e8f-091b4938ed55
2025-07-05 07:42:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kube-dns,ClusterIP,c99467b9-a594-42db-8e8f-091b4938ed55
2025-07-05 07:43:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,kube-dns,ClusterIP,c99467b9-a594-42db-8e8f-091b4938ed55
2025-07-05 07:18:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,metrics-server,ClusterIP,d1386a49-410e-49b3-acb8-c4817350aee6
2025-07-05 07:19:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,metrics-server,ClusterIP,d1386a49-410e-49b3-acb8-c4817350aee6
2025-07-05 07:20:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,metrics-server,ClusterIP,d1386a49-410e-49b3-acb8-c4817350aee6
2025-07-05 07:21:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,metrics-server,ClusterIP,d1386a49-410e-49b3-acb8-c4817350aee6
2025-07-05 07:22:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,metrics-server,ClusterIP,d1386a49-410e-49b3-acb8-c4817350aee6
2025-07-05 07:23:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,metrics-server,ClusterIP,d1386a49-410e-49b3-acb8-c4817350aee6
2025-07-05 07:24:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,metrics-server,ClusterIP,d1386a49-410e-49b3-acb8-c4817350aee6
2025-07-05 07:25:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,metrics-server,ClusterIP,d1386a49-410e-49b3-acb8-c4817350aee6
2025-07-05 07:26:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,metrics-server,ClusterIP,d1386a49-410e-49b3-acb8-c4817350aee6
2025-07-05 07:27:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,metrics-server,ClusterIP,d1386a49-410e-49b3-acb8-c4817350aee6
2025-07-05 07:28:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,metrics-server,ClusterIP,d1386a49-410e-49b3-acb8-c4817350aee6
2025-07-05 07:29:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,metrics-server,ClusterIP,d1386a49-410e-49b3-acb8-c4817350aee6
2025-07-05 07:30:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,metrics-server,ClusterIP,d1386a49-410e-49b3-acb8-c4817350aee6
2025-07-05 07:31:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,metrics-server,ClusterIP,d1386a49-410e-49b3-acb8-c4817350aee6
2025-07-05 07:32:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,metrics-server,ClusterIP,d1386a49-410e-49b3-acb8-c4817350aee6
2025-07-05 07:33:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,metrics-server,ClusterIP,d1386a49-410e-49b3-acb8-c4817350aee6
2025-07-05 07:34:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,metrics-server,ClusterIP,d1386a49-410e-49b3-acb8-c4817350aee6
2025-07-05 07:35:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,metrics-server,ClusterIP,d1386a49-410e-49b3-acb8-c4817350aee6
2025-07-05 07:36:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,metrics-server,ClusterIP,d1386a49-410e-49b3-acb8-c4817350aee6
2025-07-05 07:37:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,metrics-server,ClusterIP,d1386a49-410e-49b3-acb8-c4817350aee6
2025-07-05 07:38:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,metrics-server,ClusterIP,d1386a49-410e-49b3-acb8-c4817350aee6
2025-07-05 07:39:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,metrics-server,ClusterIP,d1386a49-410e-49b3-acb8-c4817350aee6
2025-07-05 07:40:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,metrics-server,ClusterIP,d1386a49-410e-49b3-acb8-c4817350aee6
2025-07-05 07:41:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,metrics-server,ClusterIP,d1386a49-410e-49b3-acb8-c4817350aee6
2025-07-05 07:42:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,metrics-server,ClusterIP,d1386a49-410e-49b3-acb8-c4817350aee6
2025-07-05 07:43:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,metrics-server,ClusterIP,d1386a49-410e-49b3-acb8-c4817350aee6
2025-07-05 07:18:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,alloy,ClusterIP,f79df360-012a-4780-9050-2b6f4ce1bbeb
2025-07-05 07:19:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,alloy,ClusterIP,f79df360-012a-4780-9050-2b6f4ce1bbeb
2025-07-05 07:20:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,alloy,ClusterIP,f79df360-012a-4780-9050-2b6f4ce1bbeb
2025-07-05 07:21:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,alloy,ClusterIP,f79df360-012a-4780-9050-2b6f4ce1bbeb
2025-07-05 07:22:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,alloy,ClusterIP,f79df360-012a-4780-9050-2b6f4ce1bbeb
2025-07-05 07:23:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,alloy,ClusterIP,f79df360-012a-4780-9050-2b6f4ce1bbeb
2025-07-05 07:24:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,alloy,ClusterIP,f79df360-012a-4780-9050-2b6f4ce1bbeb
2025-07-05 07:25:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,alloy,ClusterIP,f79df360-012a-4780-9050-2b6f4ce1bbeb
2025-07-05 07:26:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,alloy,ClusterIP,f79df360-012a-4780-9050-2b6f4ce1bbeb
2025-07-05 07:27:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,alloy,ClusterIP,f79df360-012a-4780-9050-2b6f4ce1bbeb
2025-07-05 07:28:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,alloy,ClusterIP,f79df360-012a-4780-9050-2b6f4ce1bbeb
2025-07-05 07:29:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,alloy,ClusterIP,f79df360-012a-4780-9050-2b6f4ce1bbeb
2025-07-05 07:30:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,alloy,ClusterIP,f79df360-012a-4780-9050-2b6f4ce1bbeb
2025-07-05 07:31:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,alloy,ClusterIP,f79df360-012a-4780-9050-2b6f4ce1bbeb
2025-07-05 07:32:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,alloy,ClusterIP,f79df360-012a-4780-9050-2b6f4ce1bbeb
2025-07-05 07:33:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,alloy,ClusterIP,f79df360-012a-4780-9050-2b6f4ce1bbeb
2025-07-05 07:34:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,alloy,ClusterIP,f79df360-012a-4780-9050-2b6f4ce1bbeb
2025-07-05 07:35:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,alloy,ClusterIP,f79df360-012a-4780-9050-2b6f4ce1bbeb
2025-07-05 07:36:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,alloy,ClusterIP,f79df360-012a-4780-9050-2b6f4ce1bbeb
2025-07-05 07:37:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,alloy,ClusterIP,f79df360-012a-4780-9050-2b6f4ce1bbeb
2025-07-05 07:38:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,alloy,ClusterIP,f79df360-012a-4780-9050-2b6f4ce1bbeb
2025-07-05 07:39:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,alloy,ClusterIP,f79df360-012a-4780-9050-2b6f4ce1bbeb
2025-07-05 07:40:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,alloy,ClusterIP,f79df360-012a-4780-9050-2b6f4ce1bbeb
2025-07-05 07:41:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,alloy,ClusterIP,f79df360-012a-4780-9050-2b6f4ce1bbeb
2025-07-05 07:42:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,alloy,ClusterIP,f79df360-012a-4780-9050-2b6f4ce1bbeb
2025-07-05 07:43:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,alloy,ClusterIP,f79df360-012a-4780-9050-2b6f4ce1bbeb
2025-07-05 07:18:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,beyla,ClusterIP,ec539324-f0c5-4280-b5e1-0da54a9a7106
2025-07-05 07:19:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,beyla,ClusterIP,ec539324-f0c5-4280-b5e1-0da54a9a7106
2025-07-05 07:20:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,beyla,ClusterIP,ec539324-f0c5-4280-b5e1-0da54a9a7106
2025-07-05 07:21:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,beyla,ClusterIP,ec539324-f0c5-4280-b5e1-0da54a9a7106
2025-07-05 07:22:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,beyla,ClusterIP,ec539324-f0c5-4280-b5e1-0da54a9a7106
2025-07-05 07:23:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,beyla,ClusterIP,ec539324-f0c5-4280-b5e1-0da54a9a7106
2025-07-05 07:24:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,beyla,ClusterIP,ec539324-f0c5-4280-b5e1-0da54a9a7106
2025-07-05 07:25:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,beyla,ClusterIP,ec539324-f0c5-4280-b5e1-0da54a9a7106
2025-07-05 07:26:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,beyla,ClusterIP,ec539324-f0c5-4280-b5e1-0da54a9a7106
2025-07-05 07:27:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,beyla,ClusterIP,ec539324-f0c5-4280-b5e1-0da54a9a7106
2025-07-05 07:28:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,beyla,ClusterIP,ec539324-f0c5-4280-b5e1-0da54a9a7106
2025-07-05 07:29:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,beyla,ClusterIP,ec539324-f0c5-4280-b5e1-0da54a9a7106
2025-07-05 07:30:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,beyla,ClusterIP,ec539324-f0c5-4280-b5e1-0da54a9a7106
2025-07-05 07:31:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,beyla,ClusterIP,ec539324-f0c5-4280-b5e1-0da54a9a7106
2025-07-05 07:32:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,beyla,ClusterIP,ec539324-f0c5-4280-b5e1-0da54a9a7106
2025-07-05 07:33:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,beyla,ClusterIP,ec539324-f0c5-4280-b5e1-0da54a9a7106
2025-07-05 07:34:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,beyla,ClusterIP,ec539324-f0c5-4280-b5e1-0da54a9a7106
2025-07-05 07:35:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,beyla,ClusterIP,ec539324-f0c5-4280-b5e1-0da54a9a7106
2025-07-05 07:36:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,beyla,ClusterIP,ec539324-f0c5-4280-b5e1-0da54a9a7106
2025-07-05 07:37:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,beyla,ClusterIP,ec539324-f0c5-4280-b5e1-0da54a9a7106
2025-07-05 07:38:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,beyla,ClusterIP,ec539324-f0c5-4280-b5e1-0da54a9a7106
2025-07-05 07:39:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,beyla,ClusterIP,ec539324-f0c5-4280-b5e1-0da54a9a7106
2025-07-05 07:40:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,beyla,ClusterIP,ec539324-f0c5-4280-b5e1-0da54a9a7106
2025-07-05 07:41:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,beyla,ClusterIP,ec539324-f0c5-4280-b5e1-0da54a9a7106
2025-07-05 07:42:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,beyla,ClusterIP,ec539324-f0c5-4280-b5e1-0da54a9a7106
2025-07-05 07:43:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,beyla,ClusterIP,ec539324-f0c5-4280-b5e1-0da54a9a7106
2025-07-05 07:18:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer,ClusterIP,9922e94d-e615-4027-b0b4-d412d87ec372
2025-07-05 07:19:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer,ClusterIP,9922e94d-e615-4027-b0b4-d412d87ec372
2025-07-05 07:20:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer,ClusterIP,9922e94d-e615-4027-b0b4-d412d87ec372
2025-07-05 07:21:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer,ClusterIP,9922e94d-e615-4027-b0b4-d412d87ec372
2025-07-05 07:22:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer,ClusterIP,9922e94d-e615-4027-b0b4-d412d87ec372
2025-07-05 07:23:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer,ClusterIP,9922e94d-e615-4027-b0b4-d412d87ec372
2025-07-05 07:24:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer,ClusterIP,9922e94d-e615-4027-b0b4-d412d87ec372
2025-07-05 07:25:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer,ClusterIP,9922e94d-e615-4027-b0b4-d412d87ec372
2025-07-05 07:26:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer,ClusterIP,9922e94d-e615-4027-b0b4-d412d87ec372
2025-07-05 07:27:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer,ClusterIP,9922e94d-e615-4027-b0b4-d412d87ec372
2025-07-05 07:28:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer,ClusterIP,9922e94d-e615-4027-b0b4-d412d87ec372
2025-07-05 07:29:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer,ClusterIP,9922e94d-e615-4027-b0b4-d412d87ec372
2025-07-05 07:30:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer,ClusterIP,9922e94d-e615-4027-b0b4-d412d87ec372
2025-07-05 07:31:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer,ClusterIP,9922e94d-e615-4027-b0b4-d412d87ec372
2025-07-05 07:32:06,1,kube_service_spec_type,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer,ClusterIP,9922e94d-e615-4027-b0b4-d412d87ec372
