timestamp,value,metric_name,instance,job,namespace,pod,qos_class,uid
2025-07-12 05:29:28,0,kube_pod_status_qos_class,10.244.1.4:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-9wdx5,BestEffort,15bdfa5d-63a5-4447-bcc7-89cfe6d6a8af
2025-07-12 05:30:28,0,kube_pod_status_qos_class,10.244.1.4:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-9wdx5,BestEffort,15bdfa5d-63a5-4447-bcc7-89cfe6d6a8af
2025-07-12 05:31:28,0,kube_pod_status_qos_class,10.244.1.4:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-9wdx5,BestEffort,15bdfa5d-63a5-4447-bcc7-89cfe6d6a8af
2025-07-12 05:32:28,0,kube_pod_status_qos_class,10.244.1.4:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-9wdx5,BestEffort,15bdfa5d-63a5-4447-bcc7-89cfe6d6a8af
2025-07-12 05:33:28,0,kube_pod_status_qos_class,10.244.1.4:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-9wdx5,BestEffort,15bdfa5d-63a5-4447-bcc7-89cfe6d6a8af
2025-07-12 05:34:28,0,kube_pod_status_qos_class,10.244.1.4:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-9wdx5,BestEffort,15bdfa5d-63a5-4447-bcc7-89cfe6d6a8af
2025-07-12 05:35:28,0,kube_pod_status_qos_class,10.244.1.4:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-9wdx5,BestEffort,15bdfa5d-63a5-4447-bcc7-89cfe6d6a8af
2025-07-12 05:36:28,0,kube_pod_status_qos_class,10.244.1.4:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-9wdx5,BestEffort,15bdfa5d-63a5-4447-bcc7-89cfe6d6a8af
2025-07-12 05:37:28,0,kube_pod_status_qos_class,10.244.1.4:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-9wdx5,BestEffort,15bdfa5d-63a5-4447-bcc7-89cfe6d6a8af
2025-07-12 05:38:28,0,kube_pod_status_qos_class,10.244.1.4:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-9wdx5,BestEffort,15bdfa5d-63a5-4447-bcc7-89cfe6d6a8af
2025-07-12 05:39:28,0,kube_pod_status_qos_class,10.244.1.4:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-9wdx5,BestEffort,15bdfa5d-63a5-4447-bcc7-89cfe6d6a8af
2025-07-12 05:40:28,0,kube_pod_status_qos_class,10.244.1.4:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-9wdx5,BestEffort,15bdfa5d-63a5-4447-bcc7-89cfe6d6a8af
2025-07-12 05:41:28,0,kube_pod_status_qos_class,10.244.1.4:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-9wdx5,BestEffort,15bdfa5d-63a5-4447-bcc7-89cfe6d6a8af
2025-07-12 05:42:28,0,kube_pod_status_qos_class,10.244.1.4:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-9wdx5,BestEffort,15bdfa5d-63a5-4447-bcc7-89cfe6d6a8af
2025-07-12 05:43:28,0,kube_pod_status_qos_class,10.244.1.4:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-9wdx5,BestEffort,15bdfa5d-63a5-4447-bcc7-89cfe6d6a8af
2025-07-12 05:44:28,0,kube_pod_status_qos_class,10.244.1.4:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-9wdx5,BestEffort,15bdfa5d-63a5-4447-bcc7-89cfe6d6a8af
2025-07-12 05:45:28,0,kube_pod_status_qos_class,10.244.1.4:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-9wdx5,BestEffort,15bdfa5d-63a5-4447-bcc7-89cfe6d6a8af
2025-07-12 05:46:28,0,kube_pod_status_qos_class,10.244.1.4:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-9wdx5,BestEffort,15bdfa5d-63a5-4447-bcc7-89cfe6d6a8af
2025-07-12 05:47:28,0,kube_pod_status_qos_class,10.244.1.4:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-9wdx5,BestEffort,15bdfa5d-63a5-4447-bcc7-89cfe6d6a8af
2025-07-12 05:48:28,0,kube_pod_status_qos_class,10.244.1.4:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-9wdx5,BestEffort,15bdfa5d-63a5-4447-bcc7-89cfe6d6a8af
2025-07-12 05:49:28,0,kube_pod_status_qos_class,10.244.1.4:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-9wdx5,BestEffort,15bdfa5d-63a5-4447-bcc7-89cfe6d6a8af
2025-07-12 05:50:28,0,kube_pod_status_qos_class,10.244.1.4:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-9wdx5,BestEffort,15bdfa5d-63a5-4447-bcc7-89cfe6d6a8af
2025-07-12 05:51:28,0,kube_pod_status_qos_class,10.244.1.4:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-9wdx5,BestEffort,15bdfa5d-63a5-4447-bcc7-89cfe6d6a8af
2025-07-12 05:52:28,0,kube_pod_status_qos_class,10.244.1.4:8080,prometheus.scrape.annotated_pods,kube-system,coredns-674b8bbfcf-9wdx5,BestEffort,15bdfa5d-63a5-4447-bcc7-89cfe6d6a8af
