timestamp,value,metric_name,instance,job,namespace,service,type,uid
2025-07-12 05:29:28,1,kube_service_spec_type,10.244.1.4:8080,prometheus.scrape.annotated_pods,default,kubernetes,ClusterIP,66c3f329-1d0e-4afb-a222-8b688a6892b9
2025-07-12 05:30:28,1,kube_service_spec_type,10.244.1.4:8080,prometheus.scrape.annotated_pods,default,kubernetes,ClusterIP,66c3f329-1d0e-4afb-a222-8b688a6892b9
2025-07-12 05:31:28,1,kube_service_spec_type,10.244.1.4:8080,prometheus.scrape.annotated_pods,default,kubernetes,ClusterIP,66c3f329-1d0e-4afb-a222-8b688a6892b9
2025-07-12 05:32:28,1,kube_service_spec_type,10.244.1.4:8080,prometheus.scrape.annotated_pods,default,kubernetes,ClusterIP,66c3f329-1d0e-4afb-a222-8b688a6892b9
2025-07-12 05:33:28,1,kube_service_spec_type,10.244.1.4:8080,prometheus.scrape.annotated_pods,default,kubernetes,ClusterIP,66c3f329-1d0e-4afb-a222-8b688a6892b9
2025-07-12 05:34:28,1,kube_service_spec_type,10.244.1.4:8080,prometheus.scrape.annotated_pods,default,kubernetes,ClusterIP,66c3f329-1d0e-4afb-a222-8b688a6892b9
2025-07-12 05:35:28,1,kube_service_spec_type,10.244.1.4:8080,prometheus.scrape.annotated_pods,default,kubernetes,ClusterIP,66c3f329-1d0e-4afb-a222-8b688a6892b9
2025-07-12 05:36:28,1,kube_service_spec_type,10.244.1.4:8080,prometheus.scrape.annotated_pods,default,kubernetes,ClusterIP,66c3f329-1d0e-4afb-a222-8b688a6892b9
2025-07-12 05:37:28,1,kube_service_spec_type,10.244.1.4:8080,prometheus.scrape.annotated_pods,default,kubernetes,ClusterIP,66c3f329-1d0e-4afb-a222-8b688a6892b9
2025-07-12 05:38:28,1,kube_service_spec_type,10.244.1.4:8080,prometheus.scrape.annotated_pods,default,kubernetes,ClusterIP,66c3f329-1d0e-4afb-a222-8b688a6892b9
2025-07-12 05:39:28,1,kube_service_spec_type,10.244.1.4:8080,prometheus.scrape.annotated_pods,default,kubernetes,ClusterIP,66c3f329-1d0e-4afb-a222-8b688a6892b9
