timestamp,value,metric_name,cpu,instance,job
2025-07-12 05:30:28,779,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 05:31:28,779,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 05:32:28,779,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 05:33:28,779,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 05:34:28,779,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 05:35:28,779,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 05:36:28,781,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 05:37:28,781,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 05:38:28,781,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 05:39:28,781,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 05:40:28,781,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 05:41:28,781,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 05:42:28,781,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 05:43:28,781,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 05:44:28,782,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 05:45:28,784,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 05:46:28,784,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 05:47:28,787,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 05:48:28,791,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 05:49:28,792,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 05:50:28,792,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 05:51:28,793,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 05:52:28,797,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 05:53:28,804,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 05:54:28,805,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 05:55:28,805,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 05:56:28,807,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 05:57:28,808,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 05:58:28,811,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 05:59:28,812,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 06:00:28,812,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 06:01:28,816,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 06:02:28,816,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 06:03:28,819,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 06:04:28,820,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 06:05:28,820,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 06:06:28,820,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 06:07:28,820,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 06:08:28,820,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 06:09:28,820,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 06:10:28,821,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 06:11:28,822,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 06:12:28,822,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 06:13:28,822,node_softnet_times_squeezed_total,0,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-12 05:29:28,778,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 05:30:28,779,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 05:31:28,779,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 05:32:28,779,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 05:33:28,779,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 05:34:28,779,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 05:35:28,779,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 05:36:28,781,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 05:37:28,781,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 05:38:28,781,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 05:39:28,781,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 05:40:28,781,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 05:41:28,781,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 05:42:28,781,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 05:43:28,781,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 05:44:28,782,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 05:45:28,784,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 05:46:28,784,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 05:47:28,787,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 05:48:28,791,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 05:49:28,792,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 05:50:28,792,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 05:51:28,793,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 05:52:28,797,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 05:53:28,804,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 05:54:28,805,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 05:55:28,805,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 05:56:28,807,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 05:57:28,808,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 05:58:28,811,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 05:59:28,812,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 06:00:28,812,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 06:01:28,816,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 06:02:28,816,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 06:03:28,819,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 06:04:28,820,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 06:05:28,820,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 06:06:28,820,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 06:07:28,820,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 06:08:28,820,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 06:09:28,820,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 06:10:28,821,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-12 06:11:28,822,node_softnet_times_squeezed_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods
