timestamp,value,metric_name,generation,instance,job
2025-07-12 05:33:28,388,python_gc_objects_collected_total,0,10.244.1.10:8000,prometheus.scrape.annotated_pods
2025-07-12 05:34:28,473,python_gc_objects_collected_total,0,10.244.1.10:8000,prometheus.scrape.annotated_pods
2025-07-12 05:35:28,565,python_gc_objects_collected_total,0,10.244.1.10:8000,prometheus.scrape.annotated_pods
2025-07-12 05:36:28,756,python_gc_objects_collected_total,0,10.244.1.10:8000,prometheus.scrape.annotated_pods
2025-07-12 05:37:28,813,python_gc_objects_collected_total,0,10.244.1.10:8000,prometheus.scrape.annotated_pods
2025-07-12 05:38:28,813,python_gc_objects_collected_total,0,10.244.1.10:8000,prometheus.scrape.annotated_pods
2025-07-12 05:39:28,813,python_gc_objects_collected_total,0,10.244.1.10:8000,prometheus.scrape.annotated_pods
2025-07-12 05:40:28,813,python_gc_objects_collected_total,0,10.244.1.10:8000,prometheus.scrape.annotated_pods
2025-07-12 05:41:28,813,python_gc_objects_collected_total,0,10.244.1.10:8000,prometheus.scrape.annotated_pods
2025-07-12 05:42:28,813,python_gc_objects_collected_total,0,10.244.1.10:8000,prometheus.scrape.annotated_pods
2025-07-12 05:43:28,976,python_gc_objects_collected_total,0,10.244.1.10:8000,prometheus.scrape.annotated_pods
2025-07-12 05:33:28,359,python_gc_objects_collected_total,0,10.244.1.11:8000,prometheus.scrape.annotated_pods
2025-07-12 05:34:28,445,python_gc_objects_collected_total,0,10.244.1.11:8000,prometheus.scrape.annotated_pods
2025-07-12 05:35:28,551,python_gc_objects_collected_total,0,10.244.1.11:8000,prometheus.scrape.annotated_pods
2025-07-12 05:36:28,636,python_gc_objects_collected_total,0,10.244.1.11:8000,prometheus.scrape.annotated_pods
2025-07-12 05:37:28,721,python_gc_objects_collected_total,0,10.244.1.11:8000,prometheus.scrape.annotated_pods
2025-07-12 05:38:28,721,python_gc_objects_collected_total,0,10.244.1.11:8000,prometheus.scrape.annotated_pods
2025-07-12 05:39:28,721,python_gc_objects_collected_total,0,10.244.1.11:8000,prometheus.scrape.annotated_pods
2025-07-12 05:40:28,721,python_gc_objects_collected_total,0,10.244.1.11:8000,prometheus.scrape.annotated_pods
2025-07-12 05:41:28,721,python_gc_objects_collected_total,0,10.244.1.11:8000,prometheus.scrape.annotated_pods
2025-07-12 05:42:28,756,python_gc_objects_collected_total,0,10.244.1.11:8000,prometheus.scrape.annotated_pods
