timestamp,value,metric_name,condition,instance,job,job_name,namespace
2025-07-12 06:06:28,0,kube_job_failed,false,10.244.1.4:8080,prometheus.scrape.annotated_pods,load-test-baseline,nimbusguard
2025-07-12 06:07:28,0,kube_job_failed,false,10.244.1.4:8080,prometheus.scrape.annotated_pods,load-test-baseline,nimbusguard
2025-07-12 06:08:28,0,kube_job_failed,false,10.244.1.4:8080,prometheus.scrape.annotated_pods,load-test-baseline,nimbusguard
2025-07-12 06:09:28,0,kube_job_failed,false,10.244.1.4:8080,prometheus.scrape.annotated_pods,load-test-baseline,nimbusguard
2025-07-12 06:10:28,0,kube_job_failed,false,10.244.1.4:8080,prometheus.scrape.annotated_pods,load-test-baseline,nimbusguard
2025-07-12 06:11:28,0,kube_job_failed,false,10.244.1.4:8080,prometheus.scrape.annotated_pods,load-test-baseline,nimbusguard
2025-07-12 06:12:28,0,kube_job_failed,false,10.244.1.4:8080,prometheus.scrape.annotated_pods,load-test-baseline,nimbusguard
2025-07-12 06:13:28,0,kube_job_failed,false,10.244.1.4:8080,prometheus.scrape.annotated_pods,load-test-baseline,nimbusguard
2025-07-12 06:06:28,0,kube_job_failed,false,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,load-test-baseline,nimbusguard
2025-07-12 06:07:28,0,kube_job_failed,false,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,load-test-baseline,nimbusguard
2025-07-12 06:08:28,0,kube_job_failed,false,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,load-test-baseline,nimbusguard
2025-07-12 06:09:28,0,kube_job_failed,false,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,load-test-baseline,nimbusguard
2025-07-12 06:10:28,0,kube_job_failed,false,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,load-test-baseline,nimbusguard
2025-07-12 06:11:28,0,kube_job_failed,false,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,load-test-baseline,nimbusguard
