timestamp,value,metric_name,instance,job,type
2025-07-12 05:30:28,365071,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-12 05:31:28,855351,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-12 05:32:28,1353839,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-12 05:33:28,1892327,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-12 05:34:28,2480815,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-12 05:35:28,3101303,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-12 05:36:28,3747791,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-12 05:37:28,4069035,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-12 05:38:28,4069035,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-12 05:39:28,4069035,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-12 05:40:28,4069035,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-12 05:41:28,4069035,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-12 05:42:28,4527929,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-12 05:43:28,5116473,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-12 05:44:28,5683017,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-12 05:45:28,6259561,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-12 05:46:28,6850105,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-12 05:47:28,7428649,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-12 05:48:28,7995193,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-12 05:49:28,8543737,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-12 05:50:28,9108281,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-12 05:51:28,9696825,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-12 05:52:28,10333369,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-12 05:53:28,10979913,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-12 05:54:28,11620457,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-12 05:55:28,12243001,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-12 05:56:28,12849545,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-12 05:57:28,13420089,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-12 05:58:28,14022633,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-12 05:59:28,14653177,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-12 06:00:28,15251721,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-12 06:01:28,15830265,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
