timestamp,value,metric_name,component_id,component_path,http_method,http_scheme,http_status_code,instance,job,net_protocol_name,net_protocol_version,otel_scope_name,otel_scope_version
2025-07-12 05:30:28,22,http_server_response_size_bytes_total,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-12 05:31:28,46,http_server_response_size_bytes_total,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-12 05:32:28,80,http_server_response_size_bytes_total,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-12 05:33:28,196,http_server_response_size_bytes_total,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-12 05:34:28,400,http_server_response_size_bytes_total,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-12 05:35:28,660,http_server_response_size_bytes_total,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-12 05:36:28,972,http_server_response_size_bytes_total,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-12 05:37:28,1110,http_server_response_size_bytes_total,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-12 05:38:28,1110,http_server_response_size_bytes_total,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-12 05:39:28,1110,http_server_response_size_bytes_total,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-12 05:40:28,1110,http_server_response_size_bytes_total,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-12 05:41:28,1110,http_server_response_size_bytes_total,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-12 05:42:28,1280,http_server_response_size_bytes_total,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-12 05:43:28,1478,http_server_response_size_bytes_total,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-12 05:44:28,1642,http_server_response_size_bytes_total,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-12 05:45:28,1822,http_server_response_size_bytes_total,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-12 05:46:28,2042,http_server_response_size_bytes_total,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-12 05:47:28,2228,http_server_response_size_bytes_total,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-12 05:48:28,2380,http_server_response_size_bytes_total,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-12 05:49:28,2508,http_server_response_size_bytes_total,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-12 05:50:28,2668,http_server_response_size_bytes_total,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-12 05:51:28,2876,http_server_response_size_bytes_total,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-12 05:52:28,3174,http_server_response_size_bytes_total,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-12 05:53:28,3478,http_server_response_size_bytes_total,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
2025-07-12 05:54:28,3764,http_server_response_size_bytes_total,otelcol.receiver.otlp.default,/,POST,http,200,alloy:8080,alloy-metrics,http,1.1,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,0.60.0
