timestamp,value,metric_name,created_by_kind,created_by_name,host_ip,host_network,instance,job,namespace,node,pod,pod_ip,uid,priority_class
2025-07-07 10:10:11,1,kube_pod_info,DaemonSet,beyla,172.18.0.2,true,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-control-plane,beyla-8zxp6,172.18.0.2,22426910-b3a8-4689-a405-3d3316cee9e0,
2025-07-07 10:11:11,1,kube_pod_info,DaemonSet,beyla,172.18.0.2,true,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-control-plane,beyla-8zxp6,172.18.0.2,22426910-b3a8-4689-a405-3d3316cee9e0,
2025-07-07 10:12:11,1,kube_pod_info,DaemonSet,beyla,172.18.0.2,true,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-control-plane,beyla-8zxp6,172.18.0.2,22426910-b3a8-4689-a405-3d3316cee9e0,
2025-07-07 10:13:11,1,kube_pod_info,DaemonSet,beyla,172.18.0.2,true,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-control-plane,beyla-8zxp6,172.18.0.2,22426910-b3a8-4689-a405-3d3316cee9e0,
2025-07-07 10:14:11,1,kube_pod_info,DaemonSet,beyla,172.18.0.2,true,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-control-plane,beyla-8zxp6,172.18.0.2,22426910-b3a8-4689-a405-3d3316cee9e0,
2025-07-07 10:15:11,1,kube_pod_info,DaemonSet,beyla,172.18.0.2,true,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-control-plane,beyla-8zxp6,172.18.0.2,22426910-b3a8-4689-a405-3d3316cee9e0,
2025-07-07 10:16:11,1,kube_pod_info,DaemonSet,beyla,172.18.0.2,true,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-control-plane,beyla-8zxp6,172.18.0.2,22426910-b3a8-4689-a405-3d3316cee9e0,
2025-07-07 10:17:11,1,kube_pod_info,DaemonSet,beyla,172.18.0.2,true,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-control-plane,beyla-8zxp6,172.18.0.2,22426910-b3a8-4689-a405-3d3316cee9e0,
2025-07-07 10:18:11,1,kube_pod_info,DaemonSet,beyla,172.18.0.2,true,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-control-plane,beyla-8zxp6,172.18.0.2,22426910-b3a8-4689-a405-3d3316cee9e0,
2025-07-07 10:19:11,1,kube_pod_info,DaemonSet,beyla,172.18.0.2,true,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-control-plane,beyla-8zxp6,172.18.0.2,22426910-b3a8-4689-a405-3d3316cee9e0,
