timestamp,value,metric_name,container,instance,job,namespace,node,pod,resource,uid,unit
2025-07-07 10:10:11,0.5,kube_pod_container_resource_limits,adapter,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-worker2,dqn-adapter-cbdb785d5-x678n,cpu,70ae6846-42bd-4d1c-8f9c-b503a501d3ef,core
2025-07-07 10:11:11,0.5,kube_pod_container_resource_limits,adapter,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-worker2,dqn-adapter-cbdb785d5-x678n,cpu,70ae6846-42bd-4d1c-8f9c-b503a501d3ef,core
2025-07-07 10:12:11,0.5,kube_pod_container_resource_limits,adapter,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-worker2,dqn-adapter-cbdb785d5-x678n,cpu,70ae6846-42bd-4d1c-8f9c-b503a501d3ef,core
2025-07-07 10:13:11,0.5,kube_pod_container_resource_limits,adapter,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-worker2,dqn-adapter-cbdb785d5-x678n,cpu,70ae6846-42bd-4d1c-8f9c-b503a501d3ef,core
2025-07-07 10:14:11,0.5,kube_pod_container_resource_limits,adapter,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-worker2,dqn-adapter-cbdb785d5-x678n,cpu,70ae6846-42bd-4d1c-8f9c-b503a501d3ef,core
2025-07-07 10:15:11,0.5,kube_pod_container_resource_limits,adapter,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-worker2,dqn-adapter-cbdb785d5-x678n,cpu,70ae6846-42bd-4d1c-8f9c-b503a501d3ef,core
2025-07-07 10:16:11,0.5,kube_pod_container_resource_limits,adapter,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-worker2,dqn-adapter-cbdb785d5-x678n,cpu,70ae6846-42bd-4d1c-8f9c-b503a501d3ef,core
2025-07-07 10:17:11,0.5,kube_pod_container_resource_limits,adapter,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-worker2,dqn-adapter-cbdb785d5-x678n,cpu,70ae6846-42bd-4d1c-8f9c-b503a501d3ef,core
2025-07-07 10:18:11,0.5,kube_pod_container_resource_limits,adapter,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-worker2,dqn-adapter-cbdb785d5-x678n,cpu,70ae6846-42bd-4d1c-8f9c-b503a501d3ef,core
2025-07-07 10:19:11,0.5,kube_pod_container_resource_limits,adapter,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,desktop-worker2,dqn-adapter-cbdb785d5-x678n,cpu,70ae6846-42bd-4d1c-8f9c-b503a501d3ef,core
