timestamp,value,metric_name,instance,job,listener_name
2025-07-05 17:32:05,12,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 17:33:05,12,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 17:34:05,12,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 17:35:05,12,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 17:36:05,12,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 17:37:05,42,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 17:38:05,114,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 17:39:05,186,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 17:40:05,258,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 17:41:05,330,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 17:42:05,402,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 17:43:05,468,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 17:44:05,540,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 17:45:05,612,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 17:46:05,684,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 17:47:05,756,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 17:48:05,828,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 17:49:05,900,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 17:50:05,972,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 17:51:05,1044,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 17:52:05,1116,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 17:53:05,1188,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 17:54:05,1260,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 17:55:05,1332,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 17:56:05,1398,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 17:57:05,1470,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 17:58:05,1542,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 17:59:05,1614,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 18:00:05,1686,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 18:01:05,1758,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 18:02:05,1830,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 18:03:05,1902,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 18:04:05,1974,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 18:05:05,2046,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 18:06:05,2124,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 18:07:05,2220,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 18:08:05,2292,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 18:09:05,2364,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 18:10:05,2436,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 18:11:05,2562,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 18:12:05,2658,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 18:13:05,2730,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 18:14:05,2802,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 18:15:05,2874,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 18:16:05,2946,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 18:17:05,3018,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 18:18:05,3090,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 18:19:05,3156,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 18:20:05,3228,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 18:21:05,3300,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 18:22:05,3372,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 18:23:05,3444,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 18:24:05,3516,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 18:25:05,3588,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 18:26:05,3660,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 18:27:05,3732,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 18:28:05,3805,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 18:29:05,3877,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 18:30:05,3943,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 18:31:05,4015,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 18:32:05,4087,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 18:33:05,4159,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 18:34:05,4231,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-05 18:35:05,4303,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
