timestamp,value,metric_name,instance,job,lease,lease_holder,namespace,owner_kind,owner_name
2025-07-07 10:10:11,1,kube_lease_owner,10.244.2.7:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,apiserver-vpqqjsh2llykgcqohqziw5r7bq_d3af51cb-9436-4cff-afa1-adab66c5c5b8,kube-system,,
2025-07-07 10:11:11,1,kube_lease_owner,10.244.2.7:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,apiserver-vpqqjsh2llykgcqohqziw5r7bq_d3af51cb-9436-4cff-afa1-adab66c5c5b8,kube-system,,
2025-07-07 10:12:11,1,kube_lease_owner,10.244.2.7:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,apiserver-vpqqjsh2llykgcqohqziw5r7bq_d3af51cb-9436-4cff-afa1-adab66c5c5b8,kube-system,,
2025-07-07 10:13:11,1,kube_lease_owner,10.244.2.7:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,apiserver-vpqqjsh2llykgcqohqziw5r7bq_d3af51cb-9436-4cff-afa1-adab66c5c5b8,kube-system,,
2025-07-07 10:14:11,1,kube_lease_owner,10.244.2.7:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,apiserver-vpqqjsh2llykgcqohqziw5r7bq_d3af51cb-9436-4cff-afa1-adab66c5c5b8,kube-system,,
2025-07-07 10:15:11,1,kube_lease_owner,10.244.2.7:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,apiserver-vpqqjsh2llykgcqohqziw5r7bq_d3af51cb-9436-4cff-afa1-adab66c5c5b8,kube-system,,
2025-07-07 10:16:11,1,kube_lease_owner,10.244.2.7:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,apiserver-vpqqjsh2llykgcqohqziw5r7bq_d3af51cb-9436-4cff-afa1-adab66c5c5b8,kube-system,,
2025-07-07 10:17:11,1,kube_lease_owner,10.244.2.7:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,apiserver-vpqqjsh2llykgcqohqziw5r7bq_d3af51cb-9436-4cff-afa1-adab66c5c5b8,kube-system,,
2025-07-07 10:18:11,1,kube_lease_owner,10.244.2.7:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,apiserver-vpqqjsh2llykgcqohqziw5r7bq_d3af51cb-9436-4cff-afa1-adab66c5c5b8,kube-system,,
2025-07-07 10:19:11,1,kube_lease_owner,10.244.2.7:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,apiserver-vpqqjsh2llykgcqohqziw5r7bq_d3af51cb-9436-4cff-afa1-adab66c5c5b8,kube-system,,
2025-07-07 10:20:11,1,kube_lease_owner,10.244.2.7:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,apiserver-vpqqjsh2llykgcqohqziw5r7bq_d3af51cb-9436-4cff-afa1-adab66c5c5b8,kube-system,,
2025-07-07 10:21:11,1,kube_lease_owner,10.244.2.7:8080,prometheus.scrape.annotated_pods,apiserver-vpqqjsh2llykgcqohqziw5r7bq,apiserver-vpqqjsh2llykgcqohqziw5r7bq_d3af51cb-9436-4cff-afa1-adab66c5c5b8,kube-system,,
