timestamp,value,metric_name,device,fstype,instance,job,mountpoint
2025-07-07 10:10:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:11:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:12:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:13:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:14:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:15:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:16:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:17:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:18:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:19:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:20:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:21:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:22:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:23:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:24:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:25:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:26:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:27:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:28:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:29:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:30:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:31:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:32:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:33:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:34:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:35:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:36:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:37:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:38:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:39:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:40:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:41:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:42:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:43:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:44:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:45:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:46:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:47:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:48:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:49:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:50:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:51:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:52:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:53:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:54:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:55:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
2025-07-07 10:56:11,269426429952,node_filesystem_size_bytes,/dev/vda1,ext4,172.18.0.2:9100,prometheus.scrape.annotated_pods,/var
