timestamp,value,metric_name,generation,instance,job
2025-07-07 10:12:11,374,python_gc_objects_collected_total,0,10.244.1.10:8000,prometheus.scrape.annotated_pods
2025-07-07 10:13:11,438,python_gc_objects_collected_total,0,10.244.1.10:8000,prometheus.scrape.annotated_pods
2025-07-07 10:14:11,608,python_gc_objects_collected_total,0,10.244.1.10:8000,prometheus.scrape.annotated_pods
2025-07-07 10:15:11,693,python_gc_objects_collected_total,0,10.244.1.10:8000,prometheus.scrape.annotated_pods
2025-07-07 10:16:11,863,python_gc_objects_collected_total,0,10.244.1.10:8000,prometheus.scrape.annotated_pods
2025-07-07 10:17:11,948,python_gc_objects_collected_total,0,10.244.1.10:8000,prometheus.scrape.annotated_pods
2025-07-07 10:18:11,1033,python_gc_objects_collected_total,0,10.244.1.10:8000,prometheus.scrape.annotated_pods
2025-07-07 10:13:11,374,python_gc_objects_collected_total,0,10.244.1.11:8000,prometheus.scrape.annotated_pods
2025-07-07 10:14:11,445,python_gc_objects_collected_total,0,10.244.1.11:8000,prometheus.scrape.annotated_pods
2025-07-07 10:15:11,537,python_gc_objects_collected_total,0,10.244.1.11:8000,prometheus.scrape.annotated_pods
2025-07-07 10:16:11,728,python_gc_objects_collected_total,0,10.244.1.11:8000,prometheus.scrape.annotated_pods
2025-07-07 10:17:11,827,python_gc_objects_collected_total,0,10.244.1.11:8000,prometheus.scrape.annotated_pods
2025-07-07 10:18:11,919,python_gc_objects_collected_total,0,10.244.1.11:8000,prometheus.scrape.annotated_pods
2025-07-07 10:19:11,1110,python_gc_objects_collected_total,0,10.244.1.11:8000,prometheus.scrape.annotated_pods
2025-07-07 10:20:11,1110,python_gc_objects_collected_total,0,10.244.1.11:8000,prometheus.scrape.annotated_pods
2025-07-07 10:21:11,1294,python_gc_objects_collected_total,0,10.244.1.11:8000,prometheus.scrape.annotated_pods
2025-07-07 10:21:11,374,python_gc_objects_collected_total,0,10.244.1.12:8000,prometheus.scrape.annotated_pods
2025-07-07 10:23:11,417,python_gc_objects_collected_total,0,10.244.1.13:8000,prometheus.scrape.annotated_pods
2025-07-07 10:24:11,544,python_gc_objects_collected_total,0,10.244.1.13:8000,prometheus.scrape.annotated_pods
2025-07-07 10:25:11,629,python_gc_objects_collected_total,0,10.244.1.13:8000,prometheus.scrape.annotated_pods
2025-07-07 10:26:11,799,python_gc_objects_collected_total,0,10.244.1.13:8000,prometheus.scrape.annotated_pods
2025-07-07 10:27:11,884,python_gc_objects_collected_total,0,10.244.1.13:8000,prometheus.scrape.annotated_pods
2025-07-07 10:28:11,1054,python_gc_objects_collected_total,0,10.244.1.13:8000,prometheus.scrape.annotated_pods
2025-07-07 10:29:11,1054,python_gc_objects_collected_total,0,10.244.1.13:8000,prometheus.scrape.annotated_pods
2025-07-07 10:25:11,374,python_gc_objects_collected_total,0,10.244.1.14:8000,prometheus.scrape.annotated_pods
2025-07-07 10:26:11,445,python_gc_objects_collected_total,0,10.244.1.14:8000,prometheus.scrape.annotated_pods
2025-07-07 10:27:11,544,python_gc_objects_collected_total,0,10.244.1.14:8000,prometheus.scrape.annotated_pods
2025-07-07 10:28:11,714,python_gc_objects_collected_total,0,10.244.1.14:8000,prometheus.scrape.annotated_pods
2025-07-07 10:29:11,799,python_gc_objects_collected_total,0,10.244.1.14:8000,prometheus.scrape.annotated_pods
2025-07-07 10:30:11,969,python_gc_objects_collected_total,0,10.244.1.14:8000,prometheus.scrape.annotated_pods
2025-07-07 10:26:11,374,python_gc_objects_collected_total,0,10.244.1.15:8000,prometheus.scrape.annotated_pods
2025-07-07 10:27:11,438,python_gc_objects_collected_total,0,10.244.1.15:8000,prometheus.scrape.annotated_pods
2025-07-07 10:28:11,608,python_gc_objects_collected_total,0,10.244.1.15:8000,prometheus.scrape.annotated_pods
2025-07-07 10:33:11,374,python_gc_objects_collected_total,0,10.244.1.17:8000,prometheus.scrape.annotated_pods
2025-07-07 10:35:11,418,python_gc_objects_collected_total,0,10.244.1.18:8000,prometheus.scrape.annotated_pods
2025-07-07 10:36:11,528,python_gc_objects_collected_total,0,10.244.1.18:8000,prometheus.scrape.annotated_pods
2025-07-07 10:37:11,665,python_gc_objects_collected_total,0,10.244.1.18:8000,prometheus.scrape.annotated_pods
2025-07-07 10:38:11,795,python_gc_objects_collected_total,0,10.244.1.18:8000,prometheus.scrape.annotated_pods
2025-07-07 10:39:11,906,python_gc_objects_collected_total,0,10.244.1.18:8000,prometheus.scrape.annotated_pods
2025-07-07 10:40:11,1008,python_gc_objects_collected_total,0,10.244.1.18:8000,prometheus.scrape.annotated_pods
2025-07-07 10:41:11,1118,python_gc_objects_collected_total,0,10.244.1.18:8000,prometheus.scrape.annotated_pods
2025-07-07 10:36:11,388,python_gc_objects_collected_total,0,10.244.1.19:8000,prometheus.scrape.annotated_pods
2025-07-07 10:37:11,531,python_gc_objects_collected_total,0,10.244.1.19:8000,prometheus.scrape.annotated_pods
2025-07-07 10:38:11,639,python_gc_objects_collected_total,0,10.244.1.19:8000,prometheus.scrape.annotated_pods
2025-07-07 10:39:11,788,python_gc_objects_collected_total,0,10.244.1.19:8000,prometheus.scrape.annotated_pods
2025-07-07 10:37:11,374,python_gc_objects_collected_total,0,10.244.1.20:8000,prometheus.scrape.annotated_pods
2025-07-07 10:38:11,466,python_gc_objects_collected_total,0,10.244.1.20:8000,prometheus.scrape.annotated_pods
2025-07-07 10:39:11,669,python_gc_objects_collected_total,0,10.244.1.20:8000,prometheus.scrape.annotated_pods
2025-07-07 10:40:11,734,python_gc_objects_collected_total,0,10.244.1.20:8000,prometheus.scrape.annotated_pods
2025-07-07 10:43:11,410,python_gc_objects_collected_total,0,10.244.1.21:8000,prometheus.scrape.annotated_pods
2025-07-07 10:44:11,532,python_gc_objects_collected_total,0,10.244.1.21:8000,prometheus.scrape.annotated_pods
2025-07-07 10:45:11,654,python_gc_objects_collected_total,0,10.244.1.21:8000,prometheus.scrape.annotated_pods
2025-07-07 10:46:11,396,python_gc_objects_collected_total,0,10.244.1.21:8000,prometheus.scrape.annotated_pods
2025-07-07 10:47:11,419,python_gc_objects_collected_total,0,10.244.1.21:8000,prometheus.scrape.annotated_pods
