timestamp,value,metric_name,address,endpoint_nodename,endpointslice,instance,job,namespace,ready,serving,targetref_kind,targetref_name,targetref_namespace
2025-07-07 10:10:11,1,kube_endpointslice_endpoints,10.244.0.2,desktop-control-plane,kube-dns-ckz8h,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,true,false,Pod,coredns-674b8bbfcf-7fk94,kube-system
2025-07-07 10:11:11,1,kube_endpointslice_endpoints,10.244.0.2,desktop-control-plane,kube-dns-ckz8h,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,true,false,Pod,coredns-674b8bbfcf-7fk94,kube-system
2025-07-07 10:12:11,1,kube_endpointslice_endpoints,10.244.0.2,desktop-control-plane,kube-dns-ckz8h,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,true,false,Pod,coredns-674b8bbfcf-7fk94,kube-system
2025-07-07 10:13:11,1,kube_endpointslice_endpoints,10.244.0.2,desktop-control-plane,kube-dns-ckz8h,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,true,false,Pod,coredns-674b8bbfcf-7fk94,kube-system
2025-07-07 10:14:11,1,kube_endpointslice_endpoints,10.244.0.2,desktop-control-plane,kube-dns-ckz8h,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,true,false,Pod,coredns-674b8bbfcf-7fk94,kube-system
2025-07-07 10:15:11,1,kube_endpointslice_endpoints,10.244.0.2,desktop-control-plane,kube-dns-ckz8h,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,true,false,Pod,coredns-674b8bbfcf-7fk94,kube-system
2025-07-07 10:16:11,1,kube_endpointslice_endpoints,10.244.0.2,desktop-control-plane,kube-dns-ckz8h,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,true,false,Pod,coredns-674b8bbfcf-7fk94,kube-system
2025-07-07 10:17:11,1,kube_endpointslice_endpoints,10.244.0.2,desktop-control-plane,kube-dns-ckz8h,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,true,false,Pod,coredns-674b8bbfcf-7fk94,kube-system
2025-07-07 10:18:11,1,kube_endpointslice_endpoints,10.244.0.2,desktop-control-plane,kube-dns-ckz8h,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,true,false,Pod,coredns-674b8bbfcf-7fk94,kube-system
2025-07-07 10:19:11,1,kube_endpointslice_endpoints,10.244.0.2,desktop-control-plane,kube-dns-ckz8h,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,true,false,Pod,coredns-674b8bbfcf-7fk94,kube-system
2025-07-07 10:20:11,1,kube_endpointslice_endpoints,10.244.0.2,desktop-control-plane,kube-dns-ckz8h,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,true,false,Pod,coredns-674b8bbfcf-7fk94,kube-system
2025-07-07 10:21:11,1,kube_endpointslice_endpoints,10.244.0.2,desktop-control-plane,kube-dns-ckz8h,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,true,false,Pod,coredns-674b8bbfcf-7fk94,kube-system
2025-07-07 10:22:11,1,kube_endpointslice_endpoints,10.244.0.2,desktop-control-plane,kube-dns-ckz8h,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,true,false,Pod,coredns-674b8bbfcf-7fk94,kube-system
2025-07-07 10:23:11,1,kube_endpointslice_endpoints,10.244.0.2,desktop-control-plane,kube-dns-ckz8h,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,true,false,Pod,coredns-674b8bbfcf-7fk94,kube-system
2025-07-07 10:24:11,1,kube_endpointslice_endpoints,10.244.0.2,desktop-control-plane,kube-dns-ckz8h,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,true,false,Pod,coredns-674b8bbfcf-7fk94,kube-system
2025-07-07 10:25:11,1,kube_endpointslice_endpoints,10.244.0.2,desktop-control-plane,kube-dns-ckz8h,10.244.2.7:8080,prometheus.scrape.annotated_pods,kube-system,true,false,Pod,coredns-674b8bbfcf-7fk94,kube-system
