timestamp,value,metric_name,instance,job,namespace,pod,uid
2025-07-05 17:42:05,1751737321,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,default,load-generator-prod-29195619-wpnjx,7289c0cb-5e06-4e77-b7bc-12f665cb961a
2025-07-05 17:47:05,1751737623,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,default,load-generator-prod-29195624-gwf2z,a470928f-6a73-4d50-8a06-dcd867e9bd2d
2025-07-05 17:52:05,1751737925,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,default,load-generator-prod-29195629-zfn77,9b4fecf7-e177-432a-b591-7914aeb18ecd
2025-07-05 17:57:05,1751738227,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,default,load-generator-prod-29195634-gmb9f,6ab84cc2-4f6a-4c10-afd4-2f5d6cf4c1c5
2025-07-05 18:02:05,1751738529,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,default,load-generator-prod-29195639-zn72x,5dd60d76-e3e4-4a91-a716-5cf05ba50499
2025-07-05 18:07:05,1751738831,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,default,load-generator-prod-29195644-66tdc,f6514ded-42d2-49c4-a42c-5251f14f9a96
2025-07-05 18:12:05,1751739133,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,default,load-generator-prod-29195649-jbcbx,65389d49-21d9-4dc3-987b-54283d790516
2025-07-05 18:17:05,1751739435,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,default,load-generator-prod-29195654-562ws,eb34d25b-c2e7-4a8d-be68-eaeedb8f27d9
2025-07-05 18:22:05,1751739737,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,default,load-generator-prod-29195659-nx6l9,9f5f60a5-f4f5-4639-8ad4-b7defa6f3213
2025-07-05 18:30:05,1751740190,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,default,load-generator-prod-29195667-c29mr,b702e712-8243-4a97-9c2b-92f1c5c55233
2025-07-05 18:35:05,1751740492,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,default,load-generator-prod-29195672-qzc47,ce5bc5b8-52a0-451e-82e2-86147f628462
2025-07-05 18:40:05,1751740794,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,default,load-generator-prod-29195677-kp6cd,cf56766d-8a7d-4cc1-aed3-227cc7a54da9
2025-07-05 18:46:05,1751741096,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,default,load-generator-prod-29195682-n4lcl,7a92a8e1-8262-499e-9c02-d647193cfad0
2025-07-05 18:47:05,1751741096,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,default,load-generator-prod-29195682-n4lcl,7a92a8e1-8262-499e-9c02-d647193cfad0
2025-07-05 18:48:05,1751741096,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,default,load-generator-prod-29195682-n4lcl,7a92a8e1-8262-499e-9c02-d647193cfad0
2025-07-05 18:49:05,1751741096,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,default,load-generator-prod-29195682-n4lcl,7a92a8e1-8262-499e-9c02-d647193cfad0
2025-07-05 19:01:05,1751741928,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,default,load-generator-prod-29195686-rqb28,1b5d33b9-1aec-498b-9f36-721f6bbe210f
2025-07-05 19:06:05,1751742375,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,default,load-generator-prod-29195703-fjlcf,a07b0171-3b26-4e7d-9316-74d02e09ed09
2025-07-05 19:11:05,1751742677,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,default,load-generator-prod-29195708-f6kcn,1b5f6ceb-c120-4ffe-a2bf-e0b1b7f703c0
2025-07-05 19:20:05,1751743221,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,default,load-generator-prod-29195713-6qp2r,81ec07c2-e0cf-406a-be46-7bdeb0fdede3
2025-07-05 19:23:05,1751743372,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,default,load-generator-prod-29195720-v796k,a6f2dda2-d4b4-4d50-818c-f71fe24a1fa5
2025-07-05 19:28:05,1751743674,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,default,load-generator-prod-29195725-8wlxc,c00ebd53-e9d8-4de2-99b7-7cc15fa17246
2025-07-05 19:33:05,1751743976,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,default,load-generator-prod-29195730-x8pgr,1d22a190-8c6a-4553-b4e5-5c5b15bab9e4
2025-07-05 19:34:05,1751743976,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,default,load-generator-prod-29195730-x8pgr,1d22a190-8c6a-4553-b4e5-5c5b15bab9e4
2025-07-05 19:35:05,1751743976,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,default,load-generator-prod-29195730-x8pgr,1d22a190-8c6a-4553-b4e5-5c5b15bab9e4
2025-07-05 19:36:05,1751743976,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,default,load-generator-prod-29195730-x8pgr,1d22a190-8c6a-4553-b4e5-5c5b15bab9e4
2025-07-05 19:37:05,1751743976,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,default,load-generator-prod-29195730-x8pgr,1d22a190-8c6a-4553-b4e5-5c5b15bab9e4
