timestamp,value,metric_name,instance,job,listener_name
2025-07-07 10:10:11,12,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:11:11,62,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:12:11,102,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:13:11,142,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:14:11,182,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:15:11,222,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:16:11,262,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:17:11,302,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:18:11,342,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:19:11,382,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:20:11,422,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:21:11,462,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:22:11,531,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:23:11,575,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:24:11,615,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:25:11,657,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:26:11,697,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:27:11,737,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:28:11,777,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:29:11,824,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:30:11,864,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:31:11,904,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:32:11,946,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:33:11,986,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:34:11,1029,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:35:11,1059,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:36:11,1099,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:37:11,1139,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:38:11,1179,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:39:11,1223,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:40:11,1263,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:41:11,1306,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:42:11,1346,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:43:11,1395,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:44:11,1435,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:45:11,1475,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:46:11,1517,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:47:11,1517,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:48:11,1517,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:49:11,1517,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:50:11,1517,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:52:11,1544,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:53:11,1584,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:54:11,1624,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:55:11,1664,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:56:11,1704,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:57:11,1744,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:58:11,1784,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 10:59:11,1831,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 11:00:11,1871,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 11:01:11,1911,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 11:02:11,1951,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 11:03:11,1991,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 11:04:11,2031,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 11:05:11,2071,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 11:06:11,2111,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 11:07:11,2151,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 11:08:11,2191,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 11:09:11,2231,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 11:10:11,2271,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 11:11:11,2311,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 11:12:11,2351,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 11:13:11,2398,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
2025-07-07 11:14:11,2438,net_conntrack_listener_conn_accepted_total,localhost:9090,prometheus,http
