timestamp,value,metric_name,instance,job,node,resource,unit
2025-07-13 17:25:48,8,kube_node_status_capacity,10.244.2.8:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-13 17:26:48,8,kube_node_status_capacity,10.244.2.8:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-13 17:27:48,8,kube_node_status_capacity,10.244.2.8:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-13 17:28:48,8,kube_node_status_capacity,10.244.2.8:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-13 17:29:48,8,kube_node_status_capacity,10.244.2.8:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-13 17:30:48,8,kube_node_status_capacity,10.244.2.8:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-13 17:31:48,8,kube_node_status_capacity,10.244.2.8:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-13 17:32:48,8,kube_node_status_capacity,10.244.2.8:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-13 17:33:48,8,kube_node_status_capacity,10.244.2.8:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-13 17:34:48,8,kube_node_status_capacity,10.244.2.8:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-13 17:35:48,8,kube_node_status_capacity,10.244.2.8:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-13 17:36:48,8,kube_node_status_capacity,10.244.2.8:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-13 17:37:48,8,kube_node_status_capacity,10.244.2.8:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-13 17:38:48,8,kube_node_status_capacity,10.244.2.8:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-13 17:39:48,8,kube_node_status_capacity,10.244.2.8:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-13 17:40:48,8,kube_node_status_capacity,10.244.2.8:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-13 17:41:48,8,kube_node_status_capacity,10.244.2.8:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-13 17:42:48,8,kube_node_status_capacity,10.244.2.8:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-13 17:43:48,8,kube_node_status_capacity,10.244.2.8:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-13 17:44:48,8,kube_node_status_capacity,10.244.2.8:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
