timestamp,value,metric_name,device,instance,job,major,minor,mountpoint
2025-07-13 17:25:48,1,node_filesystem_mount_info,/dev/vda1,172.18.0.3:9100,prometheus.scrape.annotated_pods,254,1,/var
2025-07-13 17:26:48,1,node_filesystem_mount_info,/dev/vda1,172.18.0.3:9100,prometheus.scrape.annotated_pods,254,1,/var
2025-07-13 17:27:48,1,node_filesystem_mount_info,/dev/vda1,172.18.0.3:9100,prometheus.scrape.annotated_pods,254,1,/var
2025-07-13 17:28:48,1,node_filesystem_mount_info,/dev/vda1,172.18.0.3:9100,prometheus.scrape.annotated_pods,254,1,/var
2025-07-13 17:29:48,1,node_filesystem_mount_info,/dev/vda1,172.18.0.3:9100,prometheus.scrape.annotated_pods,254,1,/var
2025-07-13 17:30:48,1,node_filesystem_mount_info,/dev/vda1,172.18.0.3:9100,prometheus.scrape.annotated_pods,254,1,/var
2025-07-13 17:31:48,1,node_filesystem_mount_info,/dev/vda1,172.18.0.3:9100,prometheus.scrape.annotated_pods,254,1,/var
2025-07-13 17:32:48,1,node_filesystem_mount_info,/dev/vda1,172.18.0.3:9100,prometheus.scrape.annotated_pods,254,1,/var
2025-07-13 17:33:48,1,node_filesystem_mount_info,/dev/vda1,172.18.0.3:9100,prometheus.scrape.annotated_pods,254,1,/var
2025-07-13 17:34:48,1,node_filesystem_mount_info,/dev/vda1,172.18.0.3:9100,prometheus.scrape.annotated_pods,254,1,/var
2025-07-13 17:35:48,1,node_filesystem_mount_info,/dev/vda1,172.18.0.3:9100,prometheus.scrape.annotated_pods,254,1,/var
2025-07-13 17:36:48,1,node_filesystem_mount_info,/dev/vda1,172.18.0.3:9100,prometheus.scrape.annotated_pods,254,1,/var
2025-07-13 17:37:48,1,node_filesystem_mount_info,/dev/vda1,172.18.0.3:9100,prometheus.scrape.annotated_pods,254,1,/var
2025-07-13 17:38:48,1,node_filesystem_mount_info,/dev/vda1,172.18.0.3:9100,prometheus.scrape.annotated_pods,254,1,/var
2025-07-13 17:39:48,1,node_filesystem_mount_info,/dev/vda1,172.18.0.3:9100,prometheus.scrape.annotated_pods,254,1,/var
2025-07-13 17:40:48,1,node_filesystem_mount_info,/dev/vda1,172.18.0.3:9100,prometheus.scrape.annotated_pods,254,1,/var
2025-07-13 17:41:48,1,node_filesystem_mount_info,/dev/vda1,172.18.0.3:9100,prometheus.scrape.annotated_pods,254,1,/var
2025-07-13 17:42:48,1,node_filesystem_mount_info,/dev/vda1,172.18.0.3:9100,prometheus.scrape.annotated_pods,254,1,/var
2025-07-13 17:43:48,1,node_filesystem_mount_info,/dev/vda1,172.18.0.3:9100,prometheus.scrape.annotated_pods,254,1,/var
2025-07-13 17:44:48,1,node_filesystem_mount_info,/dev/vda1,172.18.0.3:9100,prometheus.scrape.annotated_pods,254,1,/var
