timestamp,value,metric_name,code,instance,job
2025-07-13 17:25:48,2384,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:26:48,2444,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:27:48,2504,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:28:48,2564,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:29:48,2624,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:30:48,2684,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:31:48,2744,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:32:48,2804,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:33:48,2864,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:34:48,2924,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:35:48,2984,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:36:48,3044,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:37:48,3104,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:38:48,3164,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:39:48,3224,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:40:48,3284,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:41:48,3344,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:42:48,3404,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:43:48,3464,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:44:48,3524,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:45:48,3584,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:46:48,3644,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:47:48,3704,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:48:48,3764,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:49:48,3824,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:50:48,3884,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:51:48,3944,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:52:48,4004,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:53:48,4064,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:54:48,4124,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:55:48,4184,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:56:48,4244,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:57:48,4304,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:58:48,4364,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:59:48,4424,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 18:00:48,4484,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 18:01:48,4544,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 18:02:48,4604,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 18:03:48,4664,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 18:04:48,4724,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 18:05:48,4784,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 18:06:48,4844,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 18:07:48,4904,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 18:08:48,4964,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 18:09:48,5024,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 18:10:48,5084,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 18:11:48,5144,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 18:12:48,5204,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 18:13:48,5264,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 18:14:48,5324,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 18:15:48,5384,promhttp_metric_handler_requests_total,200,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:25:48,2858,promhttp_metric_handler_requests_total,200,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-13 17:26:48,2930,promhttp_metric_handler_requests_total,200,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-13 17:27:48,3002,promhttp_metric_handler_requests_total,200,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-13 17:28:48,3074,promhttp_metric_handler_requests_total,200,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-13 17:29:48,3146,promhttp_metric_handler_requests_total,200,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-13 17:30:48,3218,promhttp_metric_handler_requests_total,200,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-13 17:31:48,3290,promhttp_metric_handler_requests_total,200,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-13 17:32:48,3362,promhttp_metric_handler_requests_total,200,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-13 17:33:48,3434,promhttp_metric_handler_requests_total,200,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-13 17:34:48,3506,promhttp_metric_handler_requests_total,200,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-13 17:35:48,3578,promhttp_metric_handler_requests_total,200,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-13 17:36:48,3650,promhttp_metric_handler_requests_total,200,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-13 17:37:48,3722,promhttp_metric_handler_requests_total,200,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-13 17:38:48,3794,promhttp_metric_handler_requests_total,200,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-13 17:39:48,3866,promhttp_metric_handler_requests_total,200,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-13 17:40:48,3938,promhttp_metric_handler_requests_total,200,172.18.0.4:9100,prometheus.scrape.annotated_pods
2025-07-13 17:41:48,4010,promhttp_metric_handler_requests_total,200,172.18.0.4:9100,prometheus.scrape.annotated_pods
