timestamp,value,metric_name,handler,instance,job,le
2025-07-13 17:25:48,790,prometheus_http_request_duration_seconds_bucket,/api/v1/query,localhost:9090,prometheus,+Inf
2025-07-13 17:26:48,844,prometheus_http_request_duration_seconds_bucket,/api/v1/query,localhost:9090,prometheus,+Inf
2025-07-13 17:27:48,898,prometheus_http_request_duration_seconds_bucket,/api/v1/query,localhost:9090,prometheus,+Inf
2025-07-13 17:28:48,944,prometheus_http_request_duration_seconds_bucket,/api/v1/query,localhost:9090,prometheus,+Inf
2025-07-13 17:29:48,998,prometheus_http_request_duration_seconds_bucket,/api/v1/query,localhost:9090,prometheus,+Inf
2025-07-13 17:30:48,1052,prometheus_http_request_duration_seconds_bucket,/api/v1/query,localhost:9090,prometheus,+Inf
2025-07-13 17:31:48,1107,prometheus_http_request_duration_seconds_bucket,/api/v1/query,localhost:9090,prometheus,+Inf
2025-07-13 17:32:48,1144,prometheus_http_request_duration_seconds_bucket,/api/v1/query,localhost:9090,prometheus,+Inf
2025-07-13 17:33:48,1207,prometheus_http_request_duration_seconds_bucket,/api/v1/query,localhost:9090,prometheus,+Inf
2025-07-13 17:34:48,1261,prometheus_http_request_duration_seconds_bucket,/api/v1/query,localhost:9090,prometheus,+Inf
2025-07-13 17:35:48,1315,prometheus_http_request_duration_seconds_bucket,/api/v1/query,localhost:9090,prometheus,+Inf
2025-07-13 17:36:48,1369,prometheus_http_request_duration_seconds_bucket,/api/v1/query,localhost:9090,prometheus,+Inf
2025-07-13 17:37:48,1423,prometheus_http_request_duration_seconds_bucket,/api/v1/query,localhost:9090,prometheus,+Inf
2025-07-13 17:38:48,1477,prometheus_http_request_duration_seconds_bucket,/api/v1/query,localhost:9090,prometheus,+Inf
2025-07-13 17:39:48,1531,prometheus_http_request_duration_seconds_bucket,/api/v1/query,localhost:9090,prometheus,+Inf
2025-07-13 17:40:48,1585,prometheus_http_request_duration_seconds_bucket,/api/v1/query,localhost:9090,prometheus,+Inf
2025-07-13 17:41:48,1639,prometheus_http_request_duration_seconds_bucket,/api/v1/query,localhost:9090,prometheus,+Inf
2025-07-13 17:42:48,1693,prometheus_http_request_duration_seconds_bucket,/api/v1/query,localhost:9090,prometheus,+Inf
2025-07-13 17:43:48,1747,prometheus_http_request_duration_seconds_bucket,/api/v1/query,localhost:9090,prometheus,+Inf
2025-07-13 17:44:48,1792,prometheus_http_request_duration_seconds_bucket,/api/v1/query,localhost:9090,prometheus,+Inf
2025-07-13 17:45:48,1846,prometheus_http_request_duration_seconds_bucket,/api/v1/query,localhost:9090,prometheus,+Inf
2025-07-13 17:46:48,1900,prometheus_http_request_duration_seconds_bucket,/api/v1/query,localhost:9090,prometheus,+Inf
2025-07-13 17:47:48,1957,prometheus_http_request_duration_seconds_bucket,/api/v1/query,localhost:9090,prometheus,+Inf
2025-07-13 17:48:48,2011,prometheus_http_request_duration_seconds_bucket,/api/v1/query,localhost:9090,prometheus,+Inf
2025-07-13 17:49:48,2068,prometheus_http_request_duration_seconds_bucket,/api/v1/query,localhost:9090,prometheus,+Inf
2025-07-13 17:50:48,2122,prometheus_http_request_duration_seconds_bucket,/api/v1/query,localhost:9090,prometheus,+Inf
2025-07-13 17:51:48,2176,prometheus_http_request_duration_seconds_bucket,/api/v1/query,localhost:9090,prometheus,+Inf
2025-07-13 17:52:48,2230,prometheus_http_request_duration_seconds_bucket,/api/v1/query,localhost:9090,prometheus,+Inf
2025-07-13 17:53:48,2284,prometheus_http_request_duration_seconds_bucket,/api/v1/query,localhost:9090,prometheus,+Inf
2025-07-13 17:54:48,2338,prometheus_http_request_duration_seconds_bucket,/api/v1/query,localhost:9090,prometheus,+Inf
2025-07-13 17:55:48,2392,prometheus_http_request_duration_seconds_bucket,/api/v1/query,localhost:9090,prometheus,+Inf
2025-07-13 17:56:48,2446,prometheus_http_request_duration_seconds_bucket,/api/v1/query,localhost:9090,prometheus,+Inf
2025-07-13 17:57:48,2500,prometheus_http_request_duration_seconds_bucket,/api/v1/query,localhost:9090,prometheus,+Inf
2025-07-13 17:58:48,2554,prometheus_http_request_duration_seconds_bucket,/api/v1/query,localhost:9090,prometheus,+Inf
