timestamp,value,metric_name,component_id,component_path,exporter,instance,job,otel_scope_name
2025-07-13 17:25:48,30694,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
2025-07-13 17:26:48,31333,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
2025-07-13 17:27:48,31981,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
2025-07-13 17:28:48,32572,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
2025-07-13 17:29:48,33376,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
2025-07-13 17:30:48,34885,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
2025-07-13 17:31:48,36016,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
2025-07-13 17:32:48,36676,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
2025-07-13 17:33:48,37208,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
2025-07-13 17:34:48,37657,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
2025-07-13 17:35:48,37921,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
2025-07-13 17:36:48,38335,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
2025-07-13 17:37:48,38886,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
2025-07-13 17:38:48,39540,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
2025-07-13 17:39:48,40098,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
2025-07-13 17:40:48,41129,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
2025-07-13 17:41:48,42413,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
2025-07-13 17:42:48,43613,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
2025-07-13 17:43:48,44776,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
2025-07-13 17:44:48,45575,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
2025-07-13 17:45:48,46648,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
2025-07-13 17:46:48,48034,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
2025-07-13 17:47:48,49364,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
2025-07-13 17:48:48,50724,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
2025-07-13 17:49:48,52069,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
2025-07-13 17:50:48,53335,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
2025-07-13 17:51:48,54663,otelcol_exporter_sent_spans_total,otelcol.exporter.otlp.tempo,/,otlp/otelcol.exporter.otlp.tempo,alloy:8080,alloy-metrics,go.opentelemetry.io/collector/exporter/exporterhelper
