timestamp,value,metric_name,instance,job,type
2025-07-13 17:25:48,22179745,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 17:26:48,22731641,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 17:27:48,23283537,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 17:28:48,23835433,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 17:29:48,24395329,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 17:30:48,24991225,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 17:31:48,25571121,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 17:32:48,26125017,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 17:33:48,26668913,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 17:34:48,27208809,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 17:35:48,27748705,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 17:36:48,28290601,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 17:37:48,28840497,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 17:38:48,29394393,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 17:39:48,29950289,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 17:40:48,30526185,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 17:41:48,31118081,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 17:42:48,31707977,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 17:43:48,32291873,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 17:44:48,32855769,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 17:45:48,33431665,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 17:46:48,34019561,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 17:47:48,34607457,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 17:48:48,35195353,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 17:49:48,35785249,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 17:50:48,36375145,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 17:51:48,36965041,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 17:52:48,37556937,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 17:53:48,38148833,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 17:54:48,38728729,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 17:55:48,39316625,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 17:56:48,39904521,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 17:57:48,40492417,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 17:58:48,41086313,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 17:59:48,41682209,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 18:00:48,42278105,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 18:01:48,42868001,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
2025-07-13 18:02:48,43465897,prometheus_tsdb_head_samples_appended_total,localhost:9090,prometheus,float
