timestamp,value,metric_name,collector,instance,job
2025-07-13 17:25:48,0.000127541,node_scrape_collector_duration_seconds,arp,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:26:48,0.000191875,node_scrape_collector_duration_seconds,arp,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:27:48,0.000172167,node_scrape_collector_duration_seconds,arp,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:28:48,0.002084292,node_scrape_collector_duration_seconds,arp,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:29:48,0.000244125,node_scrape_collector_duration_seconds,arp,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:30:48,0.000160584,node_scrape_collector_duration_seconds,arp,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:31:48,0.000237291,node_scrape_collector_duration_seconds,arp,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:32:48,0.00011725,node_scrape_collector_duration_seconds,arp,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:33:48,0.000100334,node_scrape_collector_duration_seconds,arp,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:34:48,8.1375e-05,node_scrape_collector_duration_seconds,arp,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:35:48,0.00013575,node_scrape_collector_duration_seconds,arp,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:36:48,0.000166042,node_scrape_collector_duration_seconds,arp,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:37:48,9.7167e-05,node_scrape_collector_duration_seconds,arp,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:38:48,0.000106209,node_scrape_collector_duration_seconds,arp,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:39:48,0.000113833,node_scrape_collector_duration_seconds,arp,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:40:48,0.000111083,node_scrape_collector_duration_seconds,arp,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:41:48,0.000108709,node_scrape_collector_duration_seconds,arp,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:42:48,0.000109958,node_scrape_collector_duration_seconds,arp,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:43:48,0.003149333,node_scrape_collector_duration_seconds,arp,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:44:48,0.00014725,node_scrape_collector_duration_seconds,arp,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:45:48,0.0001635,node_scrape_collector_duration_seconds,arp,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:46:48,0.000118,node_scrape_collector_duration_seconds,arp,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:47:48,0.000112417,node_scrape_collector_duration_seconds,arp,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:48:48,0.00011225,node_scrape_collector_duration_seconds,arp,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:49:48,0.00104525,node_scrape_collector_duration_seconds,arp,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:50:48,0.000115542,node_scrape_collector_duration_seconds,arp,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:51:48,0.003206208,node_scrape_collector_duration_seconds,arp,172.18.0.3:9100,prometheus.scrape.annotated_pods
2025-07-13 17:52:48,0.003251166,node_scrape_collector_duration_seconds,arp,172.18.0.3:9100,prometheus.scrape.annotated_pods
