timestamp,value,metric_name,instance,job,listener_name
2025-07-13 17:25:48,1994,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 17:26:48,2113,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 17:27:48,2221,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 17:28:48,2332,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 17:29:48,2440,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 17:30:48,2550,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 17:31:48,2677,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 17:32:48,2759,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 17:33:48,2895,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 17:34:48,3005,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 17:35:48,3114,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 17:36:48,3227,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 17:37:48,3335,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 17:38:48,3445,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 17:39:48,3553,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 17:40:48,3664,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 17:41:48,3773,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 17:42:48,3881,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 17:43:48,3989,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 17:44:48,4081,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 17:45:48,4189,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 17:46:48,4298,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 17:47:48,4409,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 17:48:48,4518,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 17:49:48,4629,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 17:50:48,4737,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 17:51:48,4849,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 17:52:48,4957,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 17:53:48,5065,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 17:54:48,5173,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 17:55:48,5284,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 17:56:48,5392,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 17:57:48,5501,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 17:58:48,5609,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 17:59:48,5717,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 18:00:48,5817,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 18:01:48,5915,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 18:02:48,6025,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 18:03:48,6142,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 18:04:48,6250,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 18:05:48,6359,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 18:06:48,6469,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 18:07:48,6577,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 18:08:48,6685,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 18:09:48,6797,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 18:10:48,6906,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 18:11:48,7014,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 18:12:48,7122,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 18:13:48,7230,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 18:14:48,7339,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
2025-07-13 18:15:48,7448,net_conntrack_listener_conn_closed_total,localhost:9090,prometheus,http
