timestamp,value,metric_name,handler,instance,job,le,method
2025-07-13 17:30:48,4,http_request_duration_seconds_bucket,/health,10.244.1.21:8000,prometheus.scrape.annotated_pods,+Inf,GET
2025-07-13 17:30:48,4,http_request_duration_seconds_bucket,/health,10.244.1.21:8000,prometheus.scrape.annotated_pods,0.1,GET
2025-07-13 17:30:48,4,http_request_duration_seconds_bucket,/health,10.244.1.21:8000,prometheus.scrape.annotated_pods,0.5,GET
2025-07-13 17:30:48,4,http_request_duration_seconds_bucket,/health,10.244.1.21:8000,prometheus.scrape.annotated_pods,1.0,GET
2025-07-13 17:30:48,4,http_request_duration_seconds_bucket,/health,10.244.1.22:8000,prometheus.scrape.annotated_pods,+Inf,GET
2025-07-13 17:30:48,4,http_request_duration_seconds_bucket,/health,10.244.1.22:8000,prometheus.scrape.annotated_pods,0.1,GET
2025-07-13 17:30:48,4,http_request_duration_seconds_bucket,/health,10.244.1.22:8000,prometheus.scrape.annotated_pods,0.5,GET
2025-07-13 17:30:48,4,http_request_duration_seconds_bucket,/health,10.244.1.22:8000,prometheus.scrape.annotated_pods,1.0,GET
2025-07-13 17:40:48,4,http_request_duration_seconds_bucket,/health,10.244.1.26:8000,prometheus.scrape.annotated_pods,+Inf,GET
2025-07-13 17:41:48,10,http_request_duration_seconds_bucket,/health,10.244.1.26:8000,prometheus.scrape.annotated_pods,+Inf,GET
2025-07-13 17:42:48,16,http_request_duration_seconds_bucket,/health,10.244.1.26:8000,prometheus.scrape.annotated_pods,+Inf,GET
2025-07-13 17:43:48,22,http_request_duration_seconds_bucket,/health,10.244.1.26:8000,prometheus.scrape.annotated_pods,+Inf,GET
2025-07-13 17:40:48,4,http_request_duration_seconds_bucket,/health,10.244.1.26:8000,prometheus.scrape.annotated_pods,0.1,GET
2025-07-13 17:41:48,8,http_request_duration_seconds_bucket,/health,10.244.1.26:8000,prometheus.scrape.annotated_pods,0.1,GET
2025-07-13 17:42:48,14,http_request_duration_seconds_bucket,/health,10.244.1.26:8000,prometheus.scrape.annotated_pods,0.1,GET
2025-07-13 17:43:48,20,http_request_duration_seconds_bucket,/health,10.244.1.26:8000,prometheus.scrape.annotated_pods,0.1,GET
2025-07-13 17:40:48,4,http_request_duration_seconds_bucket,/health,10.244.1.26:8000,prometheus.scrape.annotated_pods,0.5,GET
2025-07-13 17:41:48,10,http_request_duration_seconds_bucket,/health,10.244.1.26:8000,prometheus.scrape.annotated_pods,0.5,GET
2025-07-13 17:42:48,16,http_request_duration_seconds_bucket,/health,10.244.1.26:8000,prometheus.scrape.annotated_pods,0.5,GET
2025-07-13 17:43:48,22,http_request_duration_seconds_bucket,/health,10.244.1.26:8000,prometheus.scrape.annotated_pods,0.5,GET
2025-07-13 17:40:48,4,http_request_duration_seconds_bucket,/health,10.244.1.26:8000,prometheus.scrape.annotated_pods,1.0,GET
2025-07-13 17:41:48,10,http_request_duration_seconds_bucket,/health,10.244.1.26:8000,prometheus.scrape.annotated_pods,1.0,GET
2025-07-13 17:42:48,16,http_request_duration_seconds_bucket,/health,10.244.1.26:8000,prometheus.scrape.annotated_pods,1.0,GET
2025-07-13 17:43:48,22,http_request_duration_seconds_bucket,/health,10.244.1.26:8000,prometheus.scrape.annotated_pods,1.0,GET
2025-07-13 17:45:48,1,http_request_duration_seconds_bucket,/health,10.244.1.29:8000,prometheus.scrape.annotated_pods,+Inf,GET
2025-07-13 17:46:48,7,http_request_duration_seconds_bucket,/health,10.244.1.29:8000,prometheus.scrape.annotated_pods,+Inf,GET
2025-07-13 17:47:48,13,http_request_duration_seconds_bucket,/health,10.244.1.29:8000,prometheus.scrape.annotated_pods,+Inf,GET
2025-07-13 17:45:48,1,http_request_duration_seconds_bucket,/health,10.244.1.29:8000,prometheus.scrape.annotated_pods,0.1,GET
