timestamp,value,metric_name,container,container_id,image,image_id,image_spec,instance,job,namespace,pod,uid
2025-07-13 17:33:48,1,kube_pod_init_container_info,wait-for-consumer,containerd://635b140a33fdba58899d79e7dce955ee323c84943be410feb52944e349b954a6,docker.io/curlimages/curl:8.5.0,docker.io/curlimages/curl@sha256:08e466006f0860e54fc299378de998935333e0e130a15f6f98482e9f8dab3058,curlimages/curl:8.5.0,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,load-test-heavy-jxh4l,6cd96d64-3fc2-48bc-9715-0f59f9629d22
2025-07-13 17:34:48,1,kube_pod_init_container_info,wait-for-consumer,containerd://635b140a33fdba58899d79e7dce955ee323c84943be410feb52944e349b954a6,docker.io/curlimages/curl:8.5.0,docker.io/curlimages/curl@sha256:08e466006f0860e54fc299378de998935333e0e130a15f6f98482e9f8dab3058,curlimages/curl:8.5.0,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,load-test-heavy-jxh4l,6cd96d64-3fc2-48bc-9715-0f59f9629d22
2025-07-13 17:35:48,1,kube_pod_init_container_info,wait-for-consumer,containerd://635b140a33fdba58899d79e7dce955ee323c84943be410feb52944e349b954a6,docker.io/curlimages/curl:8.5.0,docker.io/curlimages/curl@sha256:08e466006f0860e54fc299378de998935333e0e130a15f6f98482e9f8dab3058,curlimages/curl:8.5.0,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,load-test-heavy-jxh4l,6cd96d64-3fc2-48bc-9715-0f59f9629d22
2025-07-13 17:33:48,1,kube_pod_init_container_info,wait-for-consumer,containerd://635b140a33fdba58899d79e7dce955ee323c84943be410feb52944e349b954a6,docker.io/curlimages/curl:8.5.0,docker.io/curlimages/curl@sha256:08e466006f0860e54fc299378de998935333e0e130a15f6f98482e9f8dab3058,curlimages/curl:8.5.0,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,load-test-heavy-jxh4l,6cd96d64-3fc2-48bc-9715-0f59f9629d22
2025-07-13 17:34:48,1,kube_pod_init_container_info,wait-for-consumer,containerd://635b140a33fdba58899d79e7dce955ee323c84943be410feb52944e349b954a6,docker.io/curlimages/curl:8.5.0,docker.io/curlimages/curl@sha256:08e466006f0860e54fc299378de998935333e0e130a15f6f98482e9f8dab3058,curlimages/curl:8.5.0,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,load-test-heavy-jxh4l,6cd96d64-3fc2-48bc-9715-0f59f9629d22
2025-07-13 17:35:48,1,kube_pod_init_container_info,wait-for-consumer,containerd://635b140a33fdba58899d79e7dce955ee323c84943be410feb52944e349b954a6,docker.io/curlimages/curl:8.5.0,docker.io/curlimages/curl@sha256:08e466006f0860e54fc299378de998935333e0e130a15f6f98482e9f8dab3058,curlimages/curl:8.5.0,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,load-test-heavy-jxh4l,6cd96d64-3fc2-48bc-9715-0f59f9629d22
2025-07-13 17:37:48,1,kube_pod_init_container_info,wait-for-consumer,containerd://8672ad2fd7519172be647578b2837b06b22786520ce27a2db7820295dc82d707,docker.io/curlimages/curl:8.5.0,docker.io/curlimages/curl@sha256:08e466006f0860e54fc299378de998935333e0e130a15f6f98482e9f8dab3058,curlimages/curl:8.5.0,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,load-test-baseline-qj9dm,ba21404d-e1b9-4ca9-ba1c-74982e026845
2025-07-13 17:38:48,1,kube_pod_init_container_info,wait-for-consumer,containerd://8672ad2fd7519172be647578b2837b06b22786520ce27a2db7820295dc82d707,docker.io/curlimages/curl:8.5.0,docker.io/curlimages/curl@sha256:08e466006f0860e54fc299378de998935333e0e130a15f6f98482e9f8dab3058,curlimages/curl:8.5.0,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,load-test-baseline-qj9dm,ba21404d-e1b9-4ca9-ba1c-74982e026845
2025-07-13 17:39:48,1,kube_pod_init_container_info,wait-for-consumer,containerd://8672ad2fd7519172be647578b2837b06b22786520ce27a2db7820295dc82d707,docker.io/curlimages/curl:8.5.0,docker.io/curlimages/curl@sha256:08e466006f0860e54fc299378de998935333e0e130a15f6f98482e9f8dab3058,curlimages/curl:8.5.0,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,load-test-baseline-qj9dm,ba21404d-e1b9-4ca9-ba1c-74982e026845
2025-07-13 17:40:48,1,kube_pod_init_container_info,wait-for-consumer,containerd://8672ad2fd7519172be647578b2837b06b22786520ce27a2db7820295dc82d707,docker.io/curlimages/curl:8.5.0,docker.io/curlimages/curl@sha256:08e466006f0860e54fc299378de998935333e0e130a15f6f98482e9f8dab3058,curlimages/curl:8.5.0,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,load-test-baseline-qj9dm,ba21404d-e1b9-4ca9-ba1c-74982e026845
