timestamp,value,metric_name,cpu,instance,job,mode
2025-07-13 17:25:48,2105.45,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 17:26:48,2158.57,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 17:27:48,2212.22,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 17:28:48,2264.26,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 17:29:48,2317.02,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 17:30:48,2369.24,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 17:31:48,2422.22,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 17:32:48,2474.43,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 17:33:48,2525.92,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 17:34:48,2574.99,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 17:35:48,2628.08,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 17:36:48,2681.91,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 17:37:48,2732.31,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 17:38:48,2780.87,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 17:39:48,2831.58,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 17:40:48,2878.52,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 17:41:48,2923.36,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 17:42:48,2968.44,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 17:43:48,3017.41,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 17:44:48,3064.62,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 17:45:48,3112.88,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 17:46:48,3158.19,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 17:47:48,3206.13,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 17:48:48,3254.3,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 17:49:48,3299.04,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 17:50:48,3343.92,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 17:51:48,3389.38,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 17:52:48,3433.75,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 17:53:48,3479.85,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 17:54:48,3526.82,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 17:55:48,3573.13,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 17:56:48,3622.61,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 17:57:48,3671.4,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 17:58:48,3716.76,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 17:59:48,3763.33,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 18:00:48,3808.58,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 18:01:48,3857.33,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 18:02:48,3910.19,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 18:03:48,3960.32,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 18:04:48,4011.92,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 18:05:48,4062.17,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 18:06:48,4113.87,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 18:07:48,4167.22,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 18:08:48,4220.96,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 18:09:48,4275.02,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 18:10:48,4328.25,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 18:11:48,4381.86,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 18:12:48,4435.8,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 18:13:48,4489.9,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 18:14:48,4543.81,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 18:15:48,4597.2,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,idle
2025-07-13 17:25:48,3.66,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 17:26:48,3.7,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 17:27:48,3.73,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 17:28:48,3.79,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 17:29:48,3.82,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 17:30:48,3.86,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 17:31:48,3.89,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 17:32:48,3.94,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 17:33:48,4.0,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 17:34:48,4.05,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 17:35:48,4.1,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 17:36:48,4.14,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 17:37:48,4.18,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 17:38:48,4.2,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 17:39:48,4.28,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 17:40:48,4.31,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 17:41:48,4.35,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 17:42:48,4.38,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 17:43:48,4.41,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 17:44:48,4.43,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 17:45:48,4.46,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 17:46:48,4.49,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 17:47:48,4.52,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 17:48:48,4.58,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 17:49:48,4.6,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 17:50:48,4.63,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 17:51:48,4.65,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 17:52:48,4.67,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 17:53:48,4.7,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 17:54:48,4.74,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 17:55:48,4.76,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 17:56:48,4.8,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 17:57:48,4.84,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 17:58:48,4.87,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 17:59:48,4.89,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 18:00:48,4.9,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 18:01:48,4.93,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 18:02:48,4.95,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 18:03:48,4.97,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 18:04:48,5.0,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 18:05:48,5.03,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 18:06:48,5.06,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 18:07:48,5.1,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 18:08:48,5.12,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 18:09:48,5.14,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 18:10:48,5.17,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 18:11:48,5.21,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 18:12:48,5.27,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 18:13:48,5.31,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 18:14:48,5.35,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 18:15:48,5.39,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,iowait
2025-07-13 17:25:48,0.0,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,irq
2025-07-13 17:26:48,0.0,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,irq
2025-07-13 17:27:48,0.0,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,irq
2025-07-13 17:28:48,0.0,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,irq
2025-07-13 17:29:48,0.0,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,irq
2025-07-13 17:30:48,0.0,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,irq
2025-07-13 17:31:48,0.0,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,irq
2025-07-13 17:32:48,0.0,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,irq
2025-07-13 17:33:48,0.0,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,irq
2025-07-13 17:34:48,0.0,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,irq
2025-07-13 17:35:48,0.0,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,irq
2025-07-13 17:36:48,0.0,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,irq
2025-07-13 17:37:48,0.0,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,irq
2025-07-13 17:38:48,0.0,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,irq
2025-07-13 17:39:48,0.0,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,irq
2025-07-13 17:40:48,0.0,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,irq
2025-07-13 17:41:48,0.0,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,irq
2025-07-13 17:42:48,0.0,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,irq
2025-07-13 17:43:48,0.0,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,irq
2025-07-13 17:44:48,0.0,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,irq
2025-07-13 17:45:48,0.0,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,irq
2025-07-13 17:46:48,0.0,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,irq
2025-07-13 17:47:48,0.0,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,irq
2025-07-13 17:48:48,0.0,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,irq
2025-07-13 17:49:48,0.0,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,irq
2025-07-13 17:50:48,0.0,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,irq
2025-07-13 17:51:48,0.0,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,irq
2025-07-13 17:52:48,0.0,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,irq
2025-07-13 17:53:48,0.0,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,irq
2025-07-13 17:54:48,0.0,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,irq
2025-07-13 17:55:48,0.0,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,irq
2025-07-13 17:56:48,0.0,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,irq
2025-07-13 17:57:48,0.0,node_cpu_seconds_total,0,172.18.0.3:9100,prometheus.scrape.annotated_pods,irq
