timestamp,value,metric_name,address,endpoint_nodename,endpointslice,instance,job,namespace,ready,serving,targetref_kind,targetref_name,targetref_namespace
2025-07-13 17:25:48,1,kube_endpointslice_endpoints,10.244.0.3,desktop-control-plane,kube-dns-qnsnd,10.244.2.8:8080,prometheus.scrape.annotated_pods,kube-system,true,false,Pod,coredns-674b8bbfcf-f8klt,kube-system
2025-07-13 17:26:48,1,kube_endpointslice_endpoints,10.244.0.3,desktop-control-plane,kube-dns-qnsnd,10.244.2.8:8080,prometheus.scrape.annotated_pods,kube-system,true,false,Pod,coredns-674b8bbfcf-f8klt,kube-system
2025-07-13 17:27:48,1,kube_endpointslice_endpoints,10.244.0.3,desktop-control-plane,kube-dns-qnsnd,10.244.2.8:8080,prometheus.scrape.annotated_pods,kube-system,true,false,Pod,coredns-674b8bbfcf-f8klt,kube-system
2025-07-13 17:28:48,1,kube_endpointslice_endpoints,10.244.0.3,desktop-control-plane,kube-dns-qnsnd,10.244.2.8:8080,prometheus.scrape.annotated_pods,kube-system,true,false,Pod,coredns-674b8bbfcf-f8klt,kube-system
2025-07-13 17:29:48,1,kube_endpointslice_endpoints,10.244.0.3,desktop-control-plane,kube-dns-qnsnd,10.244.2.8:8080,prometheus.scrape.annotated_pods,kube-system,true,false,Pod,coredns-674b8bbfcf-f8klt,kube-system
2025-07-13 17:30:48,1,kube_endpointslice_endpoints,10.244.0.3,desktop-control-plane,kube-dns-qnsnd,10.244.2.8:8080,prometheus.scrape.annotated_pods,kube-system,true,false,Pod,coredns-674b8bbfcf-f8klt,kube-system
2025-07-13 17:31:48,1,kube_endpointslice_endpoints,10.244.0.3,desktop-control-plane,kube-dns-qnsnd,10.244.2.8:8080,prometheus.scrape.annotated_pods,kube-system,true,false,Pod,coredns-674b8bbfcf-f8klt,kube-system
2025-07-13 17:32:48,1,kube_endpointslice_endpoints,10.244.0.3,desktop-control-plane,kube-dns-qnsnd,10.244.2.8:8080,prometheus.scrape.annotated_pods,kube-system,true,false,Pod,coredns-674b8bbfcf-f8klt,kube-system
2025-07-13 17:33:48,1,kube_endpointslice_endpoints,10.244.0.3,desktop-control-plane,kube-dns-qnsnd,10.244.2.8:8080,prometheus.scrape.annotated_pods,kube-system,true,false,Pod,coredns-674b8bbfcf-f8klt,kube-system
2025-07-13 17:34:48,1,kube_endpointslice_endpoints,10.244.0.3,desktop-control-plane,kube-dns-qnsnd,10.244.2.8:8080,prometheus.scrape.annotated_pods,kube-system,true,false,Pod,coredns-674b8bbfcf-f8klt,kube-system
2025-07-13 17:35:48,1,kube_endpointslice_endpoints,10.244.0.3,desktop-control-plane,kube-dns-qnsnd,10.244.2.8:8080,prometheus.scrape.annotated_pods,kube-system,true,false,Pod,coredns-674b8bbfcf-f8klt,kube-system
